review_text,label
"Articles are well written, subject matter is interesting.  Equipment guide is very helpful.",4
Tried to cancel be it wasn't possible.,1
Not possible to read on Kindle or Android Kindle. Too small to see a magazine page. Forget zooming around...that takes away the fun. Please let me read it on my pc.,1
Sister loves loves loves loves LOVES it!,5
Good for collages.,4
"Yes, it has the great Annie Liebovitz  photos and the occasional good article. I enjoy it for the pictures and to see what's going on in the world of the rich and famous.",4
I got a great deal on this magazine and am thoroughly enjoying the articles.,5
"Good read, good information, but articles tend to be biased.",4
"Wonderful magazine with interesting articles for people of all ages!!!  I recommend it very highly, you won't be dissapointed. You will love it!",5
"Have always loved Vanity Fair. It gives you a peek into the lives of the notorious, rich and famous without being a gossip rag. Great writing.",4
This was described as 12 issues per year and the July and August issue is combined in one magazine with approximately the same amount of pages as a one month issue.,3
"beatiful magazine, very good ideas, excellent pictures, good recipes  nice and useful magazine,i would like more desserts recipes. but i like it",4
best backpacking mag. out there,5
"I have read numerous bodybuilding mags over the past few years and Flex is the Best out there. Great infos on nutrition, excerise and pics.",5
Great book,5
Love this magiazing plain and simple,5
Overflowing with unhelpful and biased gear reviews paid for by manufactuars and advertisements and really very little else.  Magazine is over 90% advertising.,1
This is a great magazine!,5
I ordered this magazine subscription on December 15.  It is now February 11.  Have not received one magazine yet.  FURIOUS.,1
"Great magazine, been subscripted to it for years!!!!",5
"One of my favorite ""dreaming"" magazines",5
It's a little ridiculous that I placed this order on 15 August and am not going to get a subscription until November...,1
"This mag is gorgeous....the recipes and articles are so well done, sometimes I just love to look at the pictures!",5
Great magazine I've been a subscriber for years this is my first electronic version and so far I love it,5
I ordered Vanity Fair on May 8th and still have not received the magazine as of 6/09.,1
"Unfortunately, I am still waiting for the magazine to show up at my doorstep. It has been a FULL 5 weeks, so I hope next week is the winner!",1
"Martha Stewart Living is a great magazine for any age or gender.  Martha and her staff are great cooks, bakers, and decorators. My grandma has this subscription and she loves it!",5
"It's a gift for my son, who loves it!  They review a lot of gear as well as writing about great camping/hiking trails.",5
Won't download to my kindle fire. Disappointed!! Please  discontinue my subscription I won't pay for another year!,1
"Really enjoy this magazine, kids love it as well.  They are excited to get it every month, gets them in the mood to hike.",5
"Flowers. Potted plants. Back yards. Food. Bricks. Smart clothing. Islands in kitchens. Home Depot paint. Shovels. So, why did we subscribe? The wife loves all of these.",5
"most was great for the season of easter , good ideas, good outlook for  up and coming items. good pictures of table settings.",4
Glad I looked at the free copy because it didn't fit the Fire screen and was even a little blurry.,1
I love hiking and adventure and I love getting ideas from this magazine!,5
Received 4 issues; 3 at once. Never again!,1
"Received April 2009 issue, but no May although it has been on newsstands for some time. Sent email to Conde Nast via their website with no response.",1
JUNK SCIENCE,1
Price increased $48.99/year for a digital subscription and it doesn't include free fitness challenges that print subscribers get! Canceled my subscription.,1
"Very good content, but too expensive.",4
"After several attempts,  it would never fully download.  I gave up.  I'm a huge Amazon book fan & never had this experience before. Will stick with books & forget about magazines.",1
"I used to get this magazine in high school, and couldn't resist the price Amazon offered. Great magazine!",5
my family loves this magazine,5
Loved the Billy Goat story. Thanks for all the inside PCT notes.,5
love this mag! martha and her crew never let me down. if its in her magazine she had probably done it too!,5
Always great articles on health and wellness.  One of the best magazines on the market,5
"There are a lot of interesting things to read, unfortunately the digital subscription is very expensive.",4
This magazine has the best articles! The series on National Parks was world class. Everyone should have a subscription to this magazine!,5
Husband loves it!,5
"Wonderful magazine. Great ideas and tips for the kitchen, children, and home. About even with the advertising and articles.",5
"Great subscription price and such interesting, in depth articles!  I also enjoy ogling all the couture jewelry I will never be able to afford.",5
I feel it's overpriced for it's size and information it contains.,3
To expansive in ny opinion.,2
I love these magazines.  they got good information and pictures.,5
"Love the recipes, love everything inside. I'm a foodie and this magazine is a monthly food for my soul. :)",5
"Amazon must think we are fools. It's $4 cheaper directly from Stewart's website.

On the other hand, there appear to be a lot of fools here.",1
Did not. Open.,1
Waste of time!,1
Husband loves his subscription !!,5
Lots of great information.,5
"Prevention Magazine is my favorite, and I read it from cover to cover!",5
Full of useful ideas,4
Can't get on android,1
Used to be a great magazine. Now it sucks. All taken over by ads. Come on!,1
I never received this magazine. I keep waiting for it to appear in Kindle. Help.,1
Has great advice!,4
Love this magazine. Has everything I need to know about backpacking.,5
Backpacker is one of the greatest magazines out there for the ones who love outdoors,5
I love this magazine my boyfriend and i love hiking and camping and there are recipes and ideas that we love when is comes in!!,5
I love this magazine.  One of my favorites for all the latest on nutrition and health.  This is one that I absolutely read from cover to cover each month!,5
My favorite mag! Only place you can read health news without all the girly fluff.,5
I am very disappointed because I bought this magazine and it was not delivered and loaded to my device.,1
Lots of gear reviews.  Too many advertisements.,3
I love this magazine it's always been my favorite for years,5
This was a great bargain!  Amazon was the only place I could get both print copy and copy.,5
Informative and up to date.,4
"I love this magazine, so many great ideas and research.",5
"I love that magazine. Excellent delivery, prices and everything",5
Tid bits....nothing more,1
"Ive always enjoyed this magazine- its informative, educational and supportive of my family needs for home, school and work life.",5
Filled with envy about some of the jobs that are inferred by reviews etc...love the equipment  reviews...,4
love this magazine.  great for anyone that likes the outdoors.,5
I am a fan of prevention from way back so I decided to check out the digital version. It took me awhile to figure out how to maneuver the topics but I am enjoying my reading.,4
"This magazine is one of my all time favorites! I will buy it until I'm unable to read anymore. So full of so much information, health wise!!!!  I love it!",5
Love this magazine - read it cover to cover,5
Good magazine....great trails,4
Great magazine. I look forward to receiving it every time.,5
My son loves this magazine,5
"Great mag, from beginner to a pro... Lots of great articles.",4
"This is the worst magazine to view on kindle.  I have downloaded several and have been very pleased, but this is a waste of time.  None of the pages wanted to load.",1
I thought this was a respectable magazine with evidence based articles.  I was completely wrong.,1
Always love this magazine. Nice to be able to save back copies without all the extra paper.,5
I love this magazine. Always interesting.,5
Quality magazine.  The only complaint is that there is no way to view it on a computer.  You can only view magazines on your phone or amazon device.,4
"Not as good as I remembered it from years back.
Wish I had just taken it for one year not two.",3
"a little too much advertisement to suit me, but a lot of healthful hints.",3
Too many ads. Difficult to read in a kindle. Inability to zoom in.,1
It seems like the magazine just regurgitates old issues... not sure what I'm getting out of renewals,3
I now remember why I stopped buying it over the counter --too many ads.  Not enough info.  You can cancel the Prevention magazine as I don't want it.,1
Kindle screens are too small to read the magazine. Please make available for kindle pc.,1
Just got my Kindle Fire and this is the first magazine I ordered. I am very excited to have a great magazine at my fingertips.,4
Great little magazine on health.,4
Rodale Press has gone from one of my favorite publishers to a plague which I avoid at all costs. Predatory subscription practices and nearly impossible to cancel. Stay away.,1
Lot's to learn.  This helps.,4
This magazine is not worth it. You are better off looking at free material online that specifically fits your interest. Too many adds and biased material from sponsors.,1
My granddaughter loves reading this magazine. She asked for a subscription so I was very glad to get it for her. I renew it annually for her.,5
"like the magazine, but not the way you have to read it.  some pages go down , some pages go across like a book.  confusing.  cancelled subsc.",2
I love to go hiking with my friends and I want my backpack to be as light as I can get it. This magazine has so much stuff in it that will help me out. So far I really enjoy it.,5
"These guys always come up with new tricks, equipment and cool places to do things. My family loves this !",5
I love this magazine. It has so much helpful health ideas.,5
Great news,5
"I enjoy this greatly, a lot of great tips and enjoy receiving it electronically. Would recommend it to anyone else",4
Love reading this.  So much information in it.  I have learned a lot!  Lots of important information from ex revise to your health.,5
Disappointed thought that all issues would deal with Clean foods. Otherwise a fairly good purchase. wound recommend for overall information.,3
I've always enjoyed this magazine. It reads nice and clear on my Samsung Galaxy 4 and is easy to navigate.,4
It has alot of great information and tips. Lots of cooking ideas a long with workout info. It was an easy read,4
"Typical magazine with plenty of adds, I like it for the reviews on equipment.  Over all I like it, this is the 2-3 year of me having the subscription if that says anything",4
Disappointed.  Got my first issue and it's so hard to read because the advertisements overwhelm the articles.  And thin - not much to read.,2
"I always find wonderful, usable, most current health info in this well done publication.
It has become a go to source for me and my family.",5
I didn't realize how much this magazine would feel like an ad circular. I can't really tell the difference between the ads and the articles. Makes me trust the articles way less.,2
I love getting this magazine. It is always full of so much information about health. Often the suggestions are natural.,5
"The history and track-record of this periodical speaks for itself.  My wife, mother, mother-in-law and other relatives have learned a lot from it over the years.",5
Nice magazine to give as a gift and easy to send via amazon. My friends love it And I like sending it,4
"I am the leader of our local T.O.P.S. group, and there is a lot of information that is very helpful for our meetings.  From excercize to eating well.",5
"I might be interested in getting this item but it is blocked from the Kindle App on Windows 8, so I cannot get it on my laptop or tablet.",1
"I know that I would really like the magazine IF I WOULD ever get it! Maybe I am used to immediate electronic info, but, over a month now...really?",1
"I'm already a subscriber, so when I saw a 1 year subscription for only 6 bucks, I pounced on it to extend my subscription.  Great deal!",5
I ordered this magazine subscription from Amazon on August 15; it is now September 23 and I have not received a single issue.,1
On the latest in health and fitness and challenges me with every issue. Wish I had been reading it a long time ago.,5
"LOVE, LOVE, LOVE this magazine.  Soooo many informative articles about health and living.  Lots of tips and pointers that will keep you going.",5
I always find a lot of good information on health in this magazine. always find articles that I have an interest in.,4
I really like prevention magazine.  Sometimes I do find that they repeat themselves in different issues. I would still recommend it.,4
I don't find I learn anything  new anymore :(  I used to love this magazine but I can get more current info online I guess.,3
"Every issue I have received is full of interesting articles, very helpful health and diet information. Love every issue I have received.",5
I have a paper version of Prevention..but I can not signup to get a kindle version? All my other  other magazines allow me to sign in and download the online version...what gives?,1
"Quick easy way to keep up with health news and some good  easy recipes.  Wish all the print was in black on white instead of ""cutsey"" colors.",4
Good information about everyday issues. I like that its a small magazine. I can carry it in my purse to read when I'm at lunch.,4
"This magazine contains plenty of useful information. I really enjoy it.
Would suggest this magazine to most anyone who is into fitness and health.",4
"I don't know who could possibly like this magazine.  If you are into fad diets then this magazine is for you, otherwise don't waste your money.",1
"not only was the 1st issue delivered,too fast, an older issue was also sent.  I had already purchased both issues at the news stand",3
"Great magazine, chock full of helpful information.  I read it cover to cover every month.",5
"Every month, I find incredibly important health info in this magazine.  The info on the latest nutrition studies make this a must read.",5
"Prevention  Magazine

I think that Prevention Magazine is the best general purpose health  magazine out there for the public at large.

Gunner  January, 2008",5
Not my style of magazine.,2
Very good magazine. I like the way it is put together and fine layout of the articles.,4
It seems there area lot more ads and less advice about travel and food recipes,3
Love this magazine.  Have been a subscriber for over 10 years.  Lots of great things to do locally and within a days drive.,5
I have loved this magazine since I found it up in the Midwest one time.....,5
Great magazine.  Interesting insight into many areas of interest,4
This issue did not catch my interest as some others I have had but I am loking forward to future ones.,3
"Love this magazine.  Miss living in the Midwest (Ohio, Michigan).  We visit every year and hope to live there again some day.",5
"I would not buy this magazine again as there are too many advertisements.  Also, the magazine seems to be written for the upper class instead of for every one.",2
Very inane magazine. Only purchased to fulfill a requirement. Very little real content. Just really not my kind of reading.,1
"Best magazine for all midwest places to visit, wide variety of suggested things to see and do with gorgeous photos.",5
great! was easy to load and loved the ease of readi g this. will definately get again! nice and colleges,5
I love this magazine. It's giving me so much useful information on how to plan my upcoming wedding.,5
I have only recieved two magazines and have had it for almost a year! Waste of money!!,1
so overwhelming...,1
"This magazine has great ideas, plenty of pictures to add to my idea binder, and I couldn't be happier with my subscription.",5
"I wast impress with the content of the magazine I hope the other issues come with better articles
I will not recommend",2
"This magazine comes so undersized, it's smaller in every way compared to most magazines. I was very surprised when I got it. Not worth it IMO.",2
"Have not as of July 4, 2012 received any magazines. I will galdly review your survey when I received my first magazine.",1
Not bad but prefer recoil or ballistic magazine,3
Rifle Shooter is an interesting magazine.  More informative than most mags.  Usable information.,4
Has A Lot Of Info And Product. Data On Shooting Equipment For RIfle Shooters And New Products On Rifles Like Looks .,4
I have subscribed to this publication since the first issue was on the newsstand. This is one of the best publications dedicated to rifles out there.,5
"Another BS mag for pre teens, no i don't want my daughters read this rubbish they are worth more.",1
It finally arrived and she loves it.,5
Always  late,2
. Lots of gossip and pics which is good. My daughter's only gripe is that the posters are so small. She has been getting it for about 2 years now.,4
Easy and convenient to order. My tween loves this magazine.,5
It never arived! DO NOT trust it!! I ordered it over 2 months ago and i never got a single one!,1
"J-14 Magazine, was a gift for my Granddaughter. She loves the full size posters in each magazine. She has them all over the walls in her bedroom.",5
Have paid for it but have yet to received it?????????????????????????????? Please check into it and let me know the status!,1
My daughter asks for this magazine time and time again.  She loves the current info on her favorite stars and the pictures are the tops.,4
"received 3 issues, then it stopped, and we have been getting renewal requests since then.  Do not purchase this ever!!!",1
On the magizine pic it shows an old one I just supscribed in 2012 will I get those old issue plz help thnks,1
Only 2 issues have arrived so far and we are 10 months in to the subscription.  What a rip off!,1
"got this mag 4 my daughter,she loves it.lots of articles and pics of the ""hot"" people of 2day.",5
"I purchased this mag. on 3/29, it is now 5/13 and I still have not received it.",1
"I have not received this item yet, so I cannot give it a review.",1
my mother loves this magazine it keeps her actively reading she reads npw more than gets to follow the program on tv,5
I do not understand why this magazine is not available on Kindle.  That is the only reason I wanted a Kindle Fire but now I guess I don't.,1
I spent so much more just picking this up at the grocery store much better deal to have it mailed to me. I love my Soaps in Depth,5
I just love my soaps,5
I have reading Soaps in-depth for years.  I really enjoy learning about the actor and actresses.  I have been watching the CBS Soaps since the 50's.,4
Would love to review if I had received it but I have not gotten the first issue yet!!  Any idea why?,1
This is the best soap opera magazine that I've seen.  A must-have for soap lovers like me!  :),5
Hope you want your daughter to do drugs and start being sexually  active at a young age. This magazine has inappropriate articles and is terrible for young girls.,1
Only one issue so far. Ok but is not anywhere close to Birds and Blooms,3
NICE BLEND OF INFORMATION. THIS PUBLICATION IS FOR BEGINNER AND ADVANCED BIRD WATCHERS! GREAT INFORMATION AND TIPS. I LOVE & RECOMMEND THIS MAGAZINE!,5
"This is absolutely not a magazine for tweens.  Completely inappropriate content for 10+, middle schoolers.

enough said.",1
"Try Discovery Girls.....more appropriate for younger girls. Girls on cover are same age group. Not celebs,etc.... Reg everyday girls.",1
Articles about how to lose weight?  How to attract a guy? Celebrity gossip?  Is it really healthy to let a 10 yr old girl read this?  NO!!!!,1
This magazine should change the ages to at least over the age of 13!!  Young girls get thrown info on obsessing over boys at way too young an age!!,1
"THIS MAGAZINE IS FUN,COOL,AND HELPS YOU WITH PROBLEMS.
THIS IS GREAT FOR10-15 YEAR OLD KIDS.THIS MAGAZINE IS AWESOME!!!!!!",5
"This magazine was ok. Some articles are good,but you don't get much out of it. My advice is to get one from a store and if you like it, subscribe to it on Amazon!",3
My brother loves this! And I was surprised at how fast they came and how much did come! The price was a steal! I'm very happy with this product!,5
"Good product has a little something for everyone, which is nice that the theme isn't focused in one general direction.",4
"Have received the first monthly issue and it appears to be
a good value for the price.",4
Just not the kind of reporting I expected. Search online and you will get better information for less.,2
"I've been a Mac user for 20 years and never subscribed to a computer magazine. In two issues, I've already learned a couple of new tricks. Well worth the price.",4
Great Magazine and love to always keep up on all the things that are available for my Mac.,5
"Stuffed full of adds, this mag occasionally has some helpful articles and reviews, but I doubt there are any that couldn't be found for free on the net.",3
What else is there to say?  This mag beats all others hands down!  This is by far the best deal on it too!  Happy Macin',5
"This periodical is one of the best I have ever received. The articles are well thought out, and the photography is spectacular.",5
"I was very pleased with this purchase and will be happy to purchase from Amazon again.

Thanks again,
Bonnie",5
"this is the only magazine i buy, and it never leaves the bathroom, i love all the reviews and exclusives. i am happy of the buy great price you save about 100 dollars 5/5 stars",5
I paid for this subscription on August 8 and as of September 11 still have not received. It should not take over a month to get a magazine script started!!,1
"Ordered this in May, it's almost September, still no magazine.  This appears to be a trend per the other comments, Amazon needs to step in.",1
"Idk i find myself not looking through these magazines anymore. They're kind of boring. I tend to read gamepro more often than not. But hey, the demo cds are a plus.",3
"I ordered this June 2nd, and now over 2 months later I am still waiting and every time I check the delivery date is pushed back more and more. Don't waste your time or money here.",1
We ordered this more than 6 weeks ago and still haven't received it.  I hope it actually comes or I threw $5 out the window.,1
Why request a review on an item that has not been shipped yet. Amazon failed me again!,1
This product is pretty good except for you most likely will never receive your 12th issue. Other than that you get disks of demos every month and pretty good articles.,4
"Well I orderd this magazine January 23rd t is now April 1st and I have not seen one issue. So, I would have to give this produst a 1.",1
One of the best magazines I've ever read. A good mixture of humor and content.,5
Isn't the point of getting this mag for that demo CD?  Why would you want to save 10 bucks not to get the CD?,1
"Best mag ever! Maybe cuz its for the best console ever! its got everything reviews, previews, codes, tons of extra stuff, plus a demo disc! This is a GREAT mag.",5
Do not get this magazine w/out the disk!!!  This is a really great mag but 80% of the reason for getting it is for the disk.  ...,2
"The magazine is ok but the fact that the demo disc is excluded make this a waste, better off getting the subscriptiion direct and receiving the disc.",1
Is that this magazine subscription does NOT include the monthly demo disc. (...),1
It's a great magazine for people who are interested in angels!,5
uplifting stories about angel encounters that will make you feel good everytime you read them.,4
"The magazine is ok, but not nearly as good as Guideposts magazine.",3
I love the down to earth feeling of the stories. Regular people going being lifted up. It's a really uplifting magazine and perfect for any age.,5
"I love Angels on Earth.  It's an inspiring magazine. it is published by Guideposts  and you know if they publish it, it will be good.",5
"Love reading Angels on Earth...
Great true stories, have been reading them for years....
Always gives me a great feeling...",5
"Best magazine ever!  Shows real homes, not just staged rooms.  Great articles.",5
A wonderful magazine if you love decorating and interior design. Read it cover to cover.,5
"There are 2 other English country living type magazines that are much better, but this was the cheapest magazine of the three.",2
"Awesome magazine, fascinating historical articles on a variety of British topics! For an Anglophile, it is a must-have.",5
I can't review what I don't have.  I don't know why but I was informed the subscription will not begin until between Sept. 8 and Oct. 6.  Seems like a long wait to me.,1
"Good  read,beautiful gardens and useful information anyone can use whether you live here or in the UK.

Love the homes and decorating  tips, love english homes.",5
This is truly an unexpected Gem.  I found wonderful ideas on how to decorate my home from this magazine.  Really reminds you that a home is more than four walls and lot of stuff.,5
Beautiful magazine!  Excellent articles and lovely pictures.  I really enjoyed reading about the Bronte sisters' home in the last issue.,5
I love this magazine! So different than others and great for a wide age range. Colorful and fun! There are always fresh faces with great things to say. The interviews are great.,5
"love this edgy, hipster mag....can skew a bit young sometimes, but I love their music suggestions and factory girl feature.",4
"I have not received this product yet, and i purchased it in early december.
I am beginning to get worried.",1
"A good magazine, easy to read and some good recipes. Not sure if I will resubmit another year. Not sure if it is worth the price for what you get.",3
"Great magazine, really bad online experience along with the 800 customer service.",1
I don't know why i kept my subscription as long as I have. This magazine is snooty and full of useless cleaning tips (like anyone who subscribes cleans their own house?).,1
Love this magazine... and you couldn't beat the price!,5
My favorite magazine.  Can't wait to receive it in the mail each month!,5
I felt it had too many advertisements.,3
"...if this is simple, I would hate to see complex.  Aimed only at people making 100K+ per year.  The working class are only allowed to look and wish.  Much like GQ",1
Another one of my absolute favorite magazines that I look forward to getting every month.,5
Nothing useful or interesting and I never ordered it but charged on my account.,1
One of my very favorite magazines!!  I love getting this in hard copy.,5
Love this magazine. Good price for the subscription.,5
love the magazine,5
Some good articles--too much filler for my preference.,3
Best articles I've found in a magazine!,5
"Lot's of useful information inside, but also a lot of ads. I bought this at a great price and enjoy reading it while my husband watches his own thing on tv.",4
More advertisements than articles.,2
mostly advertisment. boring stuff. very few new ideas for reusing things...,2
"I never ordered this or any other magazine. Necessitating changing our Credit Card #, because our credit had been compromised.",1
This magazine is about 80% advertising with very little actual articles. Very disappointed,1
Content not worth the price. Bad customer service,1
"too many ads, not enough useful information.  Its changed in the last few years from helpful DIY tips/life hacks to commercial driven.  I will not renew my subscription.",2
Love being able to get my magazine on my Kindle...,5
I used to love this magazine when it first came out. Now it takes me about 5 minutes to flip through it because so much of the content is a joke.,2
"Like a lot of the features, the layout & beautiful photography. Food features are sometimes have bizarre ingredients.",4
I subscribe to the magazine but I'm using fire version for the first time and I'm very disappointed with the low quality images.,1
"Great tips and life hacks, but there are too many ads",4
Way too many ads not much content,2
Great tips and life hacks. Mainly geared towards women. A bunch of Ads. Gotta dig for the nuggets of golden information.,4
Used to buy this magazine years ago and loved all the tips. Unfortunately now instead of a lot of great ideas it is mostly advertisements.,2
Great magazine! Great ideas in every issue!,5
"We got a great deal on this magazine for Black Friday, $5 for a year! My wife loves this magazine.",5
"Ad, ad, and ad...nothing interesting. Is a waste of time...",1
"I love this magazine..I look forward to receiving it every month...Lots of good articles, useful tips and really helpful material.",5
Great magazine at a great price!,5
best price ever,5
"I love, love, love, this magazine!!",5
"Kind of blah this month, hope it gets better...",3
the first Issue was ok I hope the rest are better,3
"So far I have received 2 issues, 1 in April and 1 in December. I'm not sure where the other issues have gone, but they didn't go to my house.",1
Does not seem to be my type magazine.,2
Lots of wonderful ideas and recipes.,5
Great magazine with so many useful tips and ideas!,5
love this magazine and i could not resist the $5 price,5
Not sale. Normal price and mucking up amazon deal system,1
"I love this magazine....and I get a lot of magazines!! By far the most interesting, diverse and truly helpful of them all!!",5
Enjoy the magazine for all of the different and helpful articles.,4
"Like the magizine, and good value.",4
A favorite magazine of mine! It covers so much that I find this magazine a must have in my home!,5
Way too much advertisement.  Hardly any reading material in the magazine,2
"Auto renewal is a problem. You can't get the magazine stopped, nor can you stop the auto renewal without going through many many steps. Don't recommend it at all.",1
I think I got this with a promotion--it's filled w/ ads and not worth my time to read.,1
Incredible price to make my wife happy every month. Have subscribed for many years.,5
My very favorite magazine and such a great buy. Packed full of hints and articles that are so helpful and fun.,5
"It's the best well written and edited and illustrated magazine that is published about the western horse world or even other horse worlds, for that matter.",5
LOVE THIS MAGAZINE,5
Iv read this book from cover to cover absolutely love it!,5
I've had an issue with this ever since I ordered it. Real simple keeps contacting me telling me I owe them more money for this subscription that I already paid for.,1
"Issues aren't too original one from the other. It's a ""pretty"" magazine, but too many ads and too many product reviews. More interested in real life tips for home organizing.",3
I love this magazine and have subscribed for years. It is a great western horse mag with lots of wonderful articles and training tips. The Amazon price was really great.,5
Download  did not work,1
"SOme months lots of good ideas, some months now to many. Still like it though.",4
Been a subscriber for many years.  Love love!,5
I love this magazine.  I have had it before and still enjoy it.,5
My husband loves this magazine.  He gets lots of good ideas from this magazine!,5
Love this publication so much I gifted it to two good friends. They also love it. The recipes and articles are up-to-date.,5
Not pleased only received one magazine since July,1
This is a scam subscription. Beware!!,1
"My son just bought a house & loves watching ""This Old House"".  This was the perfect gift for a new home owner!",5
Love this magazine and so helpful for a remodel we are in the midst of!,5
"Lots and lots of Ads, but that's what you get with magazine nowadays.",3
I live in an old house and know it's many needs. I highly recommend this magazine for those who are into restoration or just living in an old house.,5
I've taken This Old House for years and love of the ability to auto-renew,5
"So full of ads, and poor quality articles and blurbs. Few pages.",1
love it - all organizations should read this,5
Stupidest magazine ever and I can't get them to stop sending them to me. They continue to charge my account and I have to dispute it every 6 months.,1
"I love this magazine!!! A hairdresser and my clients love it<3 it's got everything decorating, cooking, organization, fun stuff to do , diet info etc.",5
have been reading REAL SIMPLE since it first came out! LOVE this magazine,5
I love this magazine! Great price. Really great articles,5
I live in a 110 year old house and this is my favorite magazine.  I read it cover to cover and then pass it on to my sister who loves it too.,5
Can't get it to download completely. Did not really care for what did download so will not be subscribing to Real Simple...Sorry.,1
"I love this magazine and ordered it for one third of the renewal price. With every issue, I get ideas that I actually use and learn of products which I actually go out and buy.",5
I love this magazine. We have an older house and have learned lots of information. Lots of dog eared pages!,5
I hate the fact that the magazine won't start till June while I paid in April. Seems like a deal to good  cheaper but they will bill me in April next yr 2,1
It is all ads at the front.  I Never got to any content.  Cancel my order!!!!!,1
Favorite magazine.,5
enjoy this magazine so much,5
"Article, ad ad ad ad ad, article

But isn't that the way of most magazines?  I won't renew the subscription to be honest",3
It's a good mag but nothing like it was in the past.,3
Magazine won't download. This happened before so I cancelled my subscription. NEVER AGAIN! Other magazines download without a problem.,1
I love this magazine and always have. Great tips from readers and editors alike. It is also a good read which I did not expect,5
"Good ideas, nice tips, good product reviews.",4
Contains some good ideas. An easy read with sufficient detail.,4
Wonderful magazine giving me so many ideas for creating beautiful spaces in my yard,5
"Best magazine! I subscribe to many magazines but Real Simple is by far my favorite! Great mix of articles, home, recipes, organization, decor, etc.",5
Best price anywhere!!!  Now I have no guilt extending my subscription!,5
my very favorite magazine,5
Good read has many interesting articles,4
Cancel my subscription after subscribing for more than a year but the articles just seem the same,2
"I love getting this magazine, and I got it for $5!  Great price and great articles!",5
Just doesn't appeal to me that much.,3
I enjoyed reading it.,4
I have been a subscriber for 15 years LOVE this publication.,5
Mag didn't download completely.,1
great Gift!,5
My favorite magazine of all time!,5
Download uneven. 24 hours later content I still downloading.,1
I have always loved this magazine. And was able to find it at a fantastic price here.,5
One of my favorite magazines.  Lovely pics and articles.,5
I just received my first issue. I am new to the magazine and love it so far.,4
I'm sure I would love this except I can't download it and I've been charged for it!,1
"Too much ads inside, not much content",2
"Great Magazene to look for ideas, still & decorating rooms!",4
"Thought I would like this magazine. It looked like it would be interesting enough, but I really don't care for it.",3
Wasn't quite what expected based on show that is oriented to building industry.  Nice easy read  but not a journal to the professional contractor,3
"One of my favorite magazines, always something to enjoy!",5
I hate it!  I couldn't get past the first 3 pages which were all pages geared to sales.  I plan to cancel my subscription.,1
Love this magazine! This was a great value.,5
Only the best from This Old House!,5
Very disappointed!!!!!  I really wanted the October 2015 issue.  That never happened.  Will definitely not reorder!!!!!!,1
I ordered a years subscription but I have only received the original copy.,1
wonderful magazine...gives timely information in entertaining ways.  Articles are wonderful.  The guides and menus are terrific.  I look forward to receiving my issue every month.,5
first impressions are very good..,4
Love this magazine and all the ideas in it!,5
I love this magazine and to get it for a year for $5 I just couldn't pass it up! The ideas and recipes inside are great and you don't have to be rich to buy the ingredients.,5
"I have subscribed to Real Simple since it came out. It is a wonderful magazine. It offers many tips for living, eating, fashion and a host of other wonderful things!",5
Every issue is loaded with valuable tips and worthwhile information.,5
Enjoyable magazine. A little expensive without a deal.,4
"My favorite magazine!  Well, one of my favorites.  I love the articles, recipes, and helpful info.  It's always so beautiful too.  Perfect for my ""me time"".",5
My wife loves this magazine,5
haven't received an issue !,1
I love this magazine.  Easy to pick up and put down.  Good information that I use and does make lie simpler.  The format is nice and articles are interesting.,5
1st issue received. So far so good.......,4
"not alot of substance to the few articles,",2
Nice magazine with plenty of D.I.Y. articles.,4
So thankful for the good price of this wonderful magazine!,5
i love it!,5
Have read this magazine for years - couldn't beat the prime subscription price.  Highly recommend this magazine,5
I did not order this magazine.  I do not want this magazine. Stop sending this to me or I will be forced to turn you into the BBB.,1
This is a great Magazine. I wish it would have been available 50 years ago.,5
Cancel the subscription.,1
We love Real Simple.,5
i don't like thus mag at all. i want to cancel it. it's all adds.,1
Great magazine many helpful articles very informative,4
"Would not download more than the first three pages, cannot remove the unreadable issue from my kindle.",1
I do love this magazine!,5
My girls love this subscription which is part of their Christmas each year.,5
I have gotten some very good ideas from This OLd House Magazine.  We are currently renovating a four bedroom beach house that was built in 1930,4
will not renew,3
"My favorite magazine. Great hints for gifts, decorating, etc. I save them in a big basket and review them often.
Pat N",5
Good mag with lots of household tips,4
"Never lets me down, always new ideas. Great tips and tricks from the professionals.",5
"This seems to be more about interior design, not construction issues and/or remodeling.",2
Love this magazine - I look forward to it.  Great information,5
"Cannot beat this deal, thanks!",5
This is the best magazine that we've ever subscribed to! Tons of info and ideas; we read it cover to cover!,5
"Very enjoyable magazine for a man but of course large part is dedicated to the ladies, understandable.",4
Not as good as I remembered.,3
Love the magazine but had to order the print version because kindle version doesn't work.,2
I give this to my son and he really enjoys the magazine.  He has used ideas to fix up things in his home.,4
"Lots of great ideas. I live in an apt, but really enjoyed the magazine.",4
One of my all-time favorite magazines! Great value.,5
Great ideas about how to do things around your house or how to do things to improve oneself,4
Its a great mag. Not too much fluff,4
Print is hard to read.,3
Love this magazine.  Always able to find at least one helpful tip in every issue!,5
Couldn't even get it on my Kindle.  Not worth it at all.,1
Easy to read.  You can skip an article you might not want to read and click on the ones you do.,4
Love the interactive style of the online magazine.,4
"Being a man , this magazine did not appeal to me",3
Way too many ads and not enough relevant info which name implies.,2
What's NOT to like about this read? Love the recipes too!,5
This is a great magazine-I purchased it as a gift for my mom and she loves it!,5
