id,review_text,label,cleanlab_suggested_label,cleanlab_corrected_label,cleanlab_label_quality,cleanlab_action
13836,Disappointed that it is not in a mobile format. There is some mobile non-subscription content on the Newsstand app,2.0,,,0.30358738,
13839,"you cannot receive it in your pc desk top kindle app. that sucks,you can keep it.",1.0,,,0.99826664,
13841,Not the magazine I used to love.  A waste of time and money now unfortunate it used to be really good.,1.0,,,0.5691462,
13859,"I do not understand why it takes a full two months from the time of subscribing until the first issue is delivered.  The magazine is wonderful, but the service could be improved.",1.0,,,0.9502505,resolved
13865,Difficult to deal with in this format.  Expensive!,5.0,,,0.6129117,resolved
13867,It's just pdf or image files of the regular magazine. No effort put into making it usable on a tablet.,1.0,,,0.9620147,resolved
13873,NOTHING BAD TO SAY,1.0,,,0.9908124,resolved
13877,Not at all what I expected,2.0,,,0.86935604,
13881,Awesome and insightful. I've already learned so much and have dropped some stock I shouldn't have had.,5.0,,,0.99521047,
13882,Great deal for the price,5.0,,,0.9985836,
13890,Fantastic product!,5.0,,,0.34491754,
13911,I have been receiving the Discover magazine for years and I love every issue.  I have learned so much about so many things by reading every issue from cover to cover.,5.0,,,0.99907863,
13919,"My niece was suppose to receive in March, now they are saying April",1.0,,,0.9836335,resolved
13925,"I look forward to it every month and so do folks that visit us.  Very comprehensive, factual and interesting products that are reviewed.",5.0,,,0.8864777,
13932,was unable to get the free copy on kindle after purchesed hard copy and have it mailed to me monthy,1.0,,,0.83310866,resolved
13946,Great Magazine Now on my Kindle Fire,5.0,,,0.70021224,
13965,An excellent value (at the Amazon price) for a superior technical news & features monthly publication.,5.0,,,0.9577946,resolved
13978,My husband enjoys this magazine and we have renewed it for another year.,4.0,,,0.56028533,
13981,Love magazine service.,5.0,,,0.99876845,
13996,Has many interesting articles.  I have it magazine on our coffee table at work.  Everyone love's them.,5.0,,,0.9931164,resolved
14003,"The only thing I do not completely comfortable is too much commercial.
Issues are good. :}",3.0,,,0.49035656,resolved
14010,"I have been reading this magazine for years, great magazine",5.0,,,0.99831855,
14011,"No protective envelope, post office reads in bathroom before I recieve mag.",1.0,,,0.8151451,
14019,Great magazine to read in preparation for retirement!,5.0,,,0.8295833,
14038,Looks good on android tablet,4.0,,,0.9922346,
14043,"I love Popular Mechanics and Popular Science.
So much new information, and so interesting.",5.0,,,0.9952537,
14048,I like Barron's better. This is more geared toward retirees or those about to retire.,4.0,3.0,,0.2696302,resolved
14062,this was a magazine my husband wanted to read so we tried one issue first before subscribing.  Not full detail like a hard copy but enough to make it worth your while.,2.0,,,0.2465452,resolved
14077,they are fun to read,4.0,,,0.95564497,
14087,"Now that Smart Money doesn't print, this is the best non-technical finance magazine around-- much better than Money!!",5.0,,,0.9511533,
14094,Discover magazine contains up-to-date information that the non-professional can understand and relate to. I read mine from cover to cover.,5.0,,,0.9810152,
14096,Excellent magazine to update oneself on current scientific developments. Weird collection of ads though for a science oriented journal!,4.0,3.0,,0.11210886,resolved
14100,"It has good info.. but it's very basic and things i've already heard.

nothing new found here.",3.0,,,0.60608196,
14103,"Wasn't worth the subscription. I found the magazine to be bland, full of ads and basically boring. All the information can be found doing a quick web search. Highly Disappointed.",2.0,,,0.7256274,
14121,I only got 1 issue.,1.0,,,0.9858426,
14123,"read Popular mechanics for years, the digital layout is terrible compared to many others",1.0,,,0.83758366,resolved
14124,good reporting,4.0,,,0.9978679,
14157,Attractive articles. Nice and comfortable to read it.,4.0,,,0.98391926,
14195,Great magazine with lots of useful information. It's worth every penny and more!,5.0,,,0.85360503,
14196,Best personal finance mag on the market. Very practical and applicable to each of us!,5.0,,,0.99285734,
14211,Our 9yr old loves this magazine. Looks for it every month,5.0,,,0.9997083,
14234,Excellent magazine. Very unbiased. Reviews many brands. A must have for every one. I recommend this to family and friends.,5.0,,,0.9974259,
14246,Too many ads. Just a few articles.,3.0,2.0,,0.47598648,resolved
14266,seems like there are a lot of articles written to people on the cusp of retirement. would be nice to see more diverse articles.,4.0,,,0.505391,resolved
14267,good financial information,4.0,,,0.9994736,
14268,Thought it would help me in my finances but all topics were unrelated to me,1.0,,,0.87122357,
14273,I like the running tips .  It is published bi-monthly.,4.0,,,0.9297515,
14274,A lot of advertisements.,3.0,,,0.8077276,
14322,I have enjoyed the two that I have received.  They are a smaller magazine (less pages) but are packed with interesting articles.,4.0,,,0.7203157,
14323,This magazine is geared more towards professional runners or collegiate runners.,3.0,,,0.52378905,
14325,Smaller magazine than othe running magazines but really good stories in it that I find myself reading instead of skimming,4.0,,,0.90262294,
14337,Would not order a magazine agin to hard to read.,1.0,,,0.9376157,resolved
14340,To me its not the magazine it used to be. I now quite often find it very confusing.,3.0,,,0.16302207,
14343,Too esoteric,2.0,,,0.7093823,
14348,Best writing on the planet.,5.0,,,0.99303496,
14365,"I've read Kiplinger's for a couple years now and this is by far the best price around.  Gives great tips on saving money on items, investing, saving, retirement, etc.  Great buy!",5.0,,,0.806074,
14370,We renew this for him every year for Christmas.  He enjoys it and loves to dabble in the stock market.,5.0,,,0.99320817,
14376,good price,4.0,,,0.99751765,resolved
14377,Smaller with less content,2.0,,,0.45025963,
14417,"I used to love PM, but these days its like a hollow shell of its previous form.",3.0,,,0.69178414,resolved
14419,my 12 year old prefers popular science,2.0,,,0.24174881,
14437,"The London Review is very substantive, but I never purchased a copy or a subscription -- just read copies in friend's
home.",1.0,,,0.9605164,
14440,I found it to be boring. Latin American version is much better and interesting.,2.0,,,0.5692094,
14442,"WAS NOT AWARE OF AUTO RENEW, UNFAIR WANT TO CANCEL.",1.0,,,0.996487,
14444,"I am filing this in my Projects to Complete file,  detail in articles are easy to follow and end results very good looking.",4.0,,,0.9954057,
14449,Enjoy my $4 donation AMAZON! You suckered me into buying this magazine with your Windows Phone AMAZON app and then the same app cant even open it!,1.0,,,0.93035364,
14451,All ads. Why would l pay to be advertised to?,1.0,,,0.9843489,
14474,Dull and boring not like the old magazine that  once was,2.0,,,0.7414968,
14483,Nothing interesting or useful.,4.0,1.0,,0.21387383,resolved
14487,"I've subscribed to this magazine for 40+ years and I still like it, however, it seems to be getting smaller and smaller with each edition.",4.0,,,0.97584736,
14489,My fave mag along with BHG!!! Will continue to subscribe to both and love getting the online information and updates too!!!,5.0,,,0.97561467,
14494,No comment other than great mag.,5.0,4.0,,0.1697318,resolved
14498,Not sure that I like the automatic renewal.,3.0,,,0.8037516,
14503,Many good ideas presented in articles.  Long time reader of over ten years will continue with the magazine in the future.,4.0,,,0.9024532,
14533,I have found that Kiplinger's is written for the everyday investor better than most other financial magazines I have looked at.,3.0,,,0.56187004,resolved
14535,"The jury is still out on this one.  Some issues are very interesting and helpful,
while others are long, boring and rather useless.",3.0,,,0.48271954,
14549,"Contents are just like the printed version. BUT, why more expensive than the printed (and mailed) version. Makes no sense!",1.0,,,0.8307404,resolved
14552,This magazine is weak.  Would never subscribe again.  All the articles are really vague and do not provide any actionable items.,1.0,,,0.980633,
14562,I haven't read PM in a few years. Not as good as it use to be. I use to have better content.,3.0,,,0.82352567,resolved
14571,"One of my favorite magazines. There are usually several articles that make it a good purchase. It is good for families, parents and people who like to do home projects.",4.0,,,0.96963954,
14572,I feel like these magazines have more advertisment than actual articles.,4.0,,,0.5229632,resolved
14588,Magazine is infomative and interesting.  Can be used to assist in investing or just keep you well informed on the bussiness world.  Very pleased with my susbsription.,4.0,,,0.89932144,
14591,"Once again a very informative story from a magazine you would not expect to cover such a very technical subject.
Further proof of a magazine well worth haveing.",1.0,,,0.55320626,resolved
14596,This magazine does still have some useful information if you search among it's many many pages of advertising. Good Luck.,4.0,,,0.82116395,resolved
14602,Too much advertising do not want this magazine!!!!!,3.0,,,0.5559856,resolved
14609,Signed up at a low rate but the auto renewal rate was a ripoff too high. Decided to cancel it.,1.0,,,0.9371068,
14613,"I cannot say enough about the Popular Mechanics issues. I love them, they are a great source of information. Awesome!",5.0,,,0.9996326,
14629,Too many advertisements.,2.0,,,0.5446404,resolved
14630,"I have always enjoyed reading Good Housekeeping, and that hasn't changes now!",4.0,,,0.99990195,
14631,too much advertisement,2.0,,,0.6107317,resolved
14635,Love this magazine.  Been to subscribing to it for years. Amazons price is the best!,5.0,,,0.99997187,
14637,It's ok but not near as good as it used to be.,3.0,,,0.9998702,
14647,This was the best price I could find on the internet.  My husband loves this magazine. He reads it cover to cover.,5.0,,,0.9998239,
14649,"I received Rolling Stones instead?
This seems to be a repetitive issue with this company.",1.0,,,0.98890257,
14655,I didn't recieve that product so far so I am totally dissapointed. I didn't have any problems with purchases made trought Amazon.com and this one was a disaster.,1.0,,,0.96381336,
14663,"A staple in any man's periodical library.  It should just be issued with the dangly bits at puberty.  Even so, the content has slipped a bit over the years.",3.0,1.0,,0.15456396,resolved
14664,"gave this to a friend for christmas,  he thinks it's great.
I work in a dental office and the patients love them.
Price is fantastic!",5.0,,,0.999823,
14675,Great value for the price.  Love this magazine,5.0,,,0.9997649,
14677,I love this magazine and the fact that Amazon offers it thats even better,5.0,,,0.99935675,
14701,Not for my age group 65 plus,2.0,,,0.25588077,
14702,One of the best magazines around.  I have subscribed for years to this magazine it is so informative.,5.0,,,0.9996393,
14705,Wife did not enjoy the magazine,1.0,,,0.9875075,
14706,I can read and peruse the entire magazine in 10 minutes.  Nothing of interest and the recipe section is pathetic.,1.0,,,0.77582437,resolved
14710,They renewed the subscription after I canceled and they did not credit my account...  Make its clear of start and stop dates as they have assumptive.... renewal practices,1.0,,,0.92641574,
14719,Has some relivant topics. I'm always interested in hearing about IRA's and 401k's. Good reading for the novice.,4.0,,,0.999495,
14735,magazine arrives timely.  But the articles itself are not interesting to me.,3.0,,,0.9433027,
14742,"Does not allow text only views on the Android, so it its very cumbersome to read the extremely small print.",1.0,,,0.95077753,
14744,This is a great magazine  bought this for years we  all read this and find something new and interesting Thanks Hearst  great price and product,5.0,,,0.9864543,
14747,Awesome magazine!  Loaded with great articles and useful tips. I look forward to getting the magazine in the mail each week.,5.0,,,0.9966316,
14752,I did not authorize auto-renewal.  I would have renewed at the $5 rate but not at the $12 rate.....and tried to cancel but could not.,1.0,,,0.9039995,
14754,"Fun magazine to read. Has articles about gadgets (also reviews some products), cars, health, and science. Buy when on sale for an even better deal!",3.0,1.0,,0.31352556,resolved
14763,Articles are not relevant to me as I am eighty years old and do not live in the U.S. anymore.,1.0,3.0,,0.18899703,resolved
14765,Disappointed by poor quality of paper,2.0,,,0.28563625,resolved
14774,"Always a great gift for Dad, Whether he be a grease monkey, or tech nerd he will find something in each issue that he will enjoy. I happen to be both. :)",4.0,,,0.5149562,
14780,Not much in the magazine anymore,2.0,,,0.6022515,resolved
14781,Lame magazine. Obviously promoted by large corporations. Dull and shallow.,1.0,,,0.95259327,
14788,Not the mag it used to be,2.0,,,0.4894859,resolved
14789,Great content. If you use the harbor freight coupon in the back of the magazine it pays for itself in no time.,1.0,,,0.93088746,resolved
14793,Very interesting magizine. I really liked  the article on drones. They are fasinating. They can run down criminals to help law enforcement. They can also invade you privacy.,1.0,,,0.96090657,resolved
14795,A broad view of the technology out there.  Photos of equipment in use and proposed for use.  Easy to read and absorb the ideas.,4.0,,,0.9987968,
14797,we have subscribed to this mag for lots of years. my son loves it. lots of interesting articles for our aspiring engineer.,5.0,,,0.99872273,
14803,"Just ordered this magazine.  I actually took the time to count 68 full page ads in a 144 page issue. That's nearly 50%, or for every full page there is a full page advertisement.",1.0,,,0.7041011,resolved
14808,it ok just don't have time to read it,3.0,,,0.72732294,
14831,Like most publications this is filled with ads and the articles aren't as great as they once were or my memory of the old Good Housekeeping is skewed.,4.0,,,0.9823355,resolved
14839,"Really Love this publication.  Lots of great info.  Excellent reviews of almost anything to include cars, electronics... you name it.",5.0,,,0.9992707,
14849,So much info.... it boggles the mind. I enjoy each issue.,4.0,,,0.955509,
14854,Magazine was super thin. Too many ads. Not what it used to be. I canceled immediately.,3.0,2.0,,0.1789704,resolved
14861,Magazine would be more enjoyable to read if you  could just pick it up and skim through it without having to hunt up the bifocals.,1.0,,,0.55528945,resolved
14876,"I thought I remembered that it was about homes, but it has a lot of fashion, makeup, etc. as well.",3.0,4.0,,0.31917733,resolved
14880,"so sad to see this great mag go down hill had,t  read it in several years will not subscribe again",2.0,,,0.5124459,
14886,If you are a mechanic in mind or body you need to read this magazine. New stuff every month and insight of what is coming in the near future.,5.0,,,0.8766961,
14888,This is such a great magazine. It has the best articles. There is always some very interesting article to read.,5.0,,,0.9183475,
14889,If you are interested in reading about topical advances in technology in a variety of fields this magazine is the one to purchase.,4.0,,,0.7072953,
14899,"I've paid, but I never see the magazine anywhere. Wasted 3,99.- for nothing. I wish I could get my money back.",1.0,,,0.95226574,
14904,I've always liked Good Housekeeping,4.0,,,0.99943864,
14912,"I ordered a six month trial version and the very next month they made me renew for the additional year.  A bit too pushy for me, I will not do this again!",1.0,,,0.97512805,
14914,"I like everything about this product specalily the price it was on sale for black friday week thankyou ,Nice and interesting articles",4.0,,,0.9992813,
14915,Read it all in short time.  Informative but limited number of subjects in this volume. Recommend it for light reading.,4.0,3.0,,0.2429147,resolved
14920,Good quality printing. Great print size for my mother.,4.0,,,0.70472664,
14921,"It's nice, but too many ads.",3.0,,,0.9478272,resolved
14925,A staple in my house!,4.0,,,0.26355758,
14926,Love this magazine and it came quicker than it said.,5.0,,,0.99901605,
14931,"I have not gotten any issues as of yet
I have not recieved my first issue at this time
It is hard to judge before you see a copy",1.0,,,0.9971235,
14940,Don'like auto renewal.  Should be able to decide on my own ifI should want to renew. Difficult to cancel subscription,1.0,,,0.9947394,
14941,Glad to get the publication.  One of my favorites since first reading it in the barber shop.  Articles are timely and interesting,4.0,,,0.8601726,
14951,Too many advirtisements did not like it,2.0,,,0.8554634,resolved
14952,Practically all advertising.  Nothing like it used to be. Hardly any good articles.  I am very disappointed.,2.0,,,0.4054052,
14954,"Once this magazine started coming, I attempted to find a way to cancel it. There is apparently no way to do so.

The magazine is mainly ads.",1.0,,,0.95425105,
14958,great magazine i have been reading it for years,5.0,,,0.9985664,
14959,Terrible magazine now.  Nothing like years ago.  It was mostly advertisements.,1.0,,,0.99529314,
14971,"One of my favorite magazines that was a great deal here on Amazon. I get lots of ideas for organizing, easier methods of cleaning, recipes, and crafts from Good Housekeeping.",5.0,,,0.99809825,
14974,great all around,4.0,,,0.40175605,
14996,"This is the best magazine out there. I love their unbiased reports on everything from cosmetics, to appliances",5.0,,,0.9982803,
15000,Why is this more expensive then the print version !?!? It uses no paper or mailing and frankly should be cheaper for a digital edition not double the price of the paper version!!!,1.0,,,0.99415374,
15018,"RECEIVING PAPER COPY, NOT INCLUDED ON PAPERWHITE. WISH SOMEONE HAD SOMETHING ABOUT THAT ON THE DESCRIPTION. i WOULD HAVE PURCHASED THE FIRE.",1.0,,,0.9631901,resolved
15022,"I pay by subscription for this magazine, but I can never download the issues to read.  This magazine is a waste of money!",1.0,,,0.99995726,
15024,when I started to read my 1st issue I was shocked to see all the ad's for senior related products. What a horrible mix of boring content and funny and sad advertising.,2.0,,,0.5473293,
15045,"good magazine, Amazon had a great deal for a subscription",4.0,,,0.6493711,
15048,My favorite magazine.  Lots of info on many different areas of everyday living.,5.0,,,0.9802216,
15059,"The magazines were ok but I only received 3 of them.
Total waste of time contacting Hearst Publishing they don't have
extra copies to send if you didn't get it.",1.0,,,0.9859108,
15065,Why does it take so long to receive this magazine? How can I review this service when I have not received it? Daaaa,1.0,,,0.99893504,
15070,Been a subscriber for years but I do miss them having a short novel each month,4.0,3.0,,0.3240365,resolved
15091,"I canceled it, was not enjoyable reading.  Prefer the old fashion paper copy.",2.0,1.0,,0.14214191,resolved
15102,I have bought many magazines from Amazon.com and have been very pleased with magazines and also How fast you receive them.,5.0,,,0.7553488,
15119,"Excellent service, neatly packaged, arrived when they said it would. I would buy from this vendor again. I have always had positive transactions from Amazon vendors.",5.0,,,0.5314691,
15127,Just love this magazine,5.0,,,0.99977946,
15139,"I have been a PM subscriber on and off for many years. Now the newer,leaner PM is a real joy to wait for and read every month.",5.0,,,0.9963851,resolved
15145,"best ever mag,",5.0,,,0.999847,
15147,This is my favorite mag.!,5.0,,,0.9987916,
15153,it came in quickly and i love the magazine what else is there to say other then great deal and product,5.0,,,0.9986907,
15154,Awesome how-to and DIY tips. Cool innovations going on. Great writers and pictures. One of the most interesting magazines out there. Definitely recommended.,5.0,,,0.9993446,
15161,The articles are well written and interesting. I love this magazine.,5.0,,,0.9993806,
15162,Too many ads and products reviewed are for the products advertised primarily. Number of pages has decreased by almost half.,2.0,3.0,,0.36033827,resolved
15163,Has good stories in it. Needs more recipes.,4.0,,,0.8981234,resolved
15169,The magazine is not downloading.,1.0,,,0.9190639,
15179,"It was not enough & interesting as new ideas in Mechanics.
I couldn't find what is a news around the world & US for now.",3.0,,,0.7116072,resolved
15202,Great. Magazine.  My favorite,5.0,,,0.9985442,
15206,Great magazine at a great price.,5.0,,,0.9936275,
15213,Perfect name for this magazine - truly something for everyone in the family and all kinds of activities. Excellent!,5.0,,,0.9982512,
15217,"I love this magazine, it has so many useful ideas and projects to do with my child.
Thanks Family Fun.",5.0,,,0.9985289,
15229,"I went through only one issue and canceled my subscription. advertisements advertisements advertisements, and some short useless columns. I wouldn't recommend.",2.0,,,0.23948652,
15236,This is a great magazine. I live that they stand behind their product reviews! I trust them.,5.0,,,0.7099744,
15240,Magazine renewal was good but for some reason my existing subscription wasn't used as a base to add my renewal..,3.0,,,0.55315053,
15243,To much advertising y,1.0,,,0.52803695,
15247,Shipped quick and just as described.  Thanks!,1.0,,,0.8086275,resolved
15270,"Lifetime of great reading from this icon of magazines. Although they have changed with the times, the changes have been for good.",4.0,,,0.95561457,resolved
15283,"This was listed as $5 just 2 days ago! I needed to get the address of my gift reciepent and now the price is $10 :(
If they change the price back I will be purchasing.",1.0,,,0.9033443,
15307,I have always loved this magazine and getting it on the Fire is awesome!!,5.0,,,0.99996567,
15312,For my mom. Kinda expensive items featured.,3.0,,,0.2934891,
15317,"Lots of ads, but still a fun read when I want a break.",4.0,,,0.78576446,
15323,I was excited to get my first issue.  but was soon dissappointed.  Here it is june and my issue is for may.  Not happy.,1.0,,,0.56208336,
15324,"I find it to be a piece of all from many other magazines not very informative or catching
Or noteworthy",3.0,2.0,,0.30043706,resolved
15331,"Articles are related to mechanics, I used to get years ago, Very disappointed i will not be renewing my subscription.",1.0,,,0.8560352,
15333,"Great publication, the information is first class. I have read this magazine since the 70's.",5.0,,,0.97846204,
15338,"Waste of money. If you're 25, maybe.",1.0,,,0.9822908,
15339,not so sure I would order again,1.0,,,0.45263058,resolved
15343,Always worth reading!,4.0,,,0.88707167,
15355,Thin. Changed a lot since I was a kid. Low price but not much substance to the publication anymore. It is still fun to read and has some interesting articles.,3.0,,,0.94328845,
15357,I waited over 3 weeks for this product for a class I was in and was then told it was never shipped from Canada.,1.0,,,0.99518013,
15360,"I would have thought I would have started getting the magazine by now. I know I enjoy this magazine that why I started a subscription.
Not happy about this .",1.0,,,0.98701453,
15363,"Great magazine for all the family - even Grandma...
projects and recipes and ideas really can bring the family together with fresh ideas.
Only thing I don't like is the ads.",4.0,,,0.7252257,
15366,"This give s me lots of ideas to do with my grandkids ,the one thing I wish was more craft ideas.",4.0,,,0.9306973,resolved
15376,Best deal anywhere!,5.0,,,0.9997984,
15377,"Lots of great articles on dieting, relationships, DIY ideas, cleaning tips, fashion trends and wonderful recipes to try.",4.0,,,0.07804975,
15383,great reading good value,4.0,,,0.99716365,
15397,"Wanted a little more of activities, and planning to do with kids. Came with a lot of comercials, best thing was the food and recepie section.",5.0,,,0.8564261,resolved
15398,I got a few good ideas out of this magazine.  I'll probably continue the subscription since it was a fair price.  I would recommend it.,4.0,,,0.97869104,
15402,This magazine has a lot of good ideas.  Really like it.,4.0,,,0.996901,
15422,bought a subscription on 12/14.  nothing here on 1/20.  hope it comes or get my money back.,1.0,,,0.9950831,
15427,"My favorite magazine! Lots of tips, encouragement and fun.",5.0,,,0.99851584,
15438,I purchased this magazine when my children were little and now I am a proud grandma and revisited this magazine which I still enjoy.  Thank you for the wonderful Family Fun ideas.,5.0,,,0.96229076,
15440,I received this magazine thinking it would be fun to have things to do with my grand kids and find it boring .No imagination.,1.0,,,0.9424375,
15452,"Since I haven't received the magazine yet, it is very difficult to review it at this time.  However, I can review the 6-8 week delivery time as a minus 5!",1.0,,,0.9971552,
15460,Have subscribed to GH for 36 years and absolutely love the magazine.  I remember reading my Mom's as a teenager and loved it even then.  Well priced through Amazon.,5.0,,,0.99877024,
15461,I did not get all copies and some came late. Will discontinue,1.0,,,0.5572532,resolved
15465,I bought this to have the digital copy on my kindle - less clutter - but it is taking forever to download.  I have been waiting all day and I only have the top.,1.0,,,0.999473,
15466,"Rate to find a good article. This magazine is all ads. Even the ""articles"" are just selling something.",3.0,4.0,,0.1976988,resolved
15472,"With a grandson who loves ""projects"" and games, this magazine offers  grandparents ideas for both.  We ordered subscriptions for the grandkids family and for ourselves.",5.0,,,0.99063843,
15476,Unable to read as it looks all funny and doesn't show up like most magazines so small print you cant read it. This was awful,4.0,,,0.414959,resolved
15482,Wonderful publication!  I have taken it most of my adult life!,5.0,,,0.9955513,
15486,My favorite magazine!,5.0,,,0.99972415,
15492,"a must have to mom's with children. great craft ideas, cooking with kid ideas, review of games and books. just a great magazine",5.0,,,0.97263217,
15493,"great magazine! Many fun ideas for families! I love the crafts and recipies, and games. Thank you disney for bringing our family together!",5.0,,,0.99920857,
15512,cheap and not very many good articles... lots of ads,3.0,,,0.9144453,resolved
15515,"The magazine is fine when I can get it to work, the problem is that it keeps closing on me so I never get to read it.",1.0,,,0.9936631,resolved
15516,"Unfortunately, this magazine now has more advertisements than true content and article of interest.",2.0,,,0.8648026,resolved
15518,It's just okay. Don't expect much when you order it through Amazon for cheap - pretty sure it's about half of their regular issue size.,3.0,,,0.9219687,resolved
15544,Great magazine for all ages. I'm 32 and I love the ideas this magazine gives.  My mom is 59 and she also loves it.  Great magazine that includes some very good recipes.,5.0,,,0.98175323,resolved
15547,Enjoy it now as much as when I was a young married,4.0,,,0.91534257,
15551,"Won't renew, very disappointed by all the adverts, lack of content.",2.0,,,0.8518795,
15562,Perfect. $5 for a 6 month subscription? Can't beat that,5.0,,,0.9991892,
15564,My favorite magazine looks great in its digital format.,5.0,,,0.9984617,
15567,Enjoy the online edition.,4.0,,,0.997477,
15572,Ordered magazine for my son but I am receiving a copy also. I don't golf.,1.0,,,0.9386914,resolved
15575,I ordered this for my son. However both he and I are receiving the magazine. I don't golf. Waste of magazine.,1.0,,,0.7372035,resolved
15579,very hard to use since they discontinued the app last year. was great now it pretty useless.,1.0,,,0.53275025,
15595,"I absolutely love this magazine.  Very informative and great reading in all aspects of living. Great ideas!
Great recipes! Great Decorating!",5.0,,,0.9988931,
15599,Wonderful and informative magazine that I've read for many years. This auto renewal was very easy and is also a very good bargain.,5.0,,,0.98492384,
15604,Lots of good tips.,4.0,,,0.9213094,
15616,"There is no better magazine than Good Housekeeping.  The stories are great, the recipes are wonderful and the articles are the best.",5.0,,,0.999149,
15621,It's ok but not as good as Golf Magazine or Golf Tips.,3.0,,,0.9998293,
15623,"Cancel this subscription.
Thank you,
Gary Gronneberg",1.0,,,0.987615,
15629,"slow to download, but the embedded videos are great",4.0,,,0.69496024,resolved
15630,Great for references & product reviews,4.0,,,0.61335236,
15642,Not the magazine that I used to read but think none are now.  Will only buy it now if I find a good discount.,3.0,,,0.7649019,
15667,It was a gift and the receiver is so pleased.  She has her 12 yr old daughter pick out a recipe and then they make it together while teaching cooking and kitchen skills.,4.0,,,0.93937314,
15672,I would not order this magazine from this site.  Ordered 2 months ago and still have not received yet.  Not satisfied with turn around time.,1.0,,,0.9997959,
15675,"Of all the Pregnancy magazines I have read, this seemed to have a lot of information, good easy workouts and some healthy meals to make.",4.0,,,0.9948437,
15682,"The app for kindle fire totally does not work if you already receive the print version.  Used to, but no more!!!",1.0,,,0.98380756,
15687,"Will not download completely. Cannot scroll. Almost useless.
However, the imbedded clips in the fragments I do have look
Like they would be great.",1.0,,,0.8394117,
15715,not what was in the past...  too many ads and useless information.  tried many times to cancel and they just keep sending me the bill!,2.0,,,0.7350525,resolved
15716,I asked subscription to be REKNEWED -- it wasn't. I'm angry? Please fix this for me right now nw nw.,1.0,,,0.9508502,
15724,"Hard to read, much rather have the magazine where you can pick up and look at it whenever in a size easy to read.",4.0,,,0.9674662,resolved
15738,This one is an old favorite and one I find myself saving articles and recipes from all the time. I gave it four stars only because of the intrusive advertising!,4.0,,,0.17531377,
15742,"I thought the kindle version of the magazine was too expensive, I would not consider purchasing it again. Many thanks.",3.0,1.0,,0.34194103,resolved
15755,This product has not been delivered as yet...the down time as to when it was ordered and to when it is forcasted to arrive is much too long.  Golf Digest,1.0,,,0.86325735,
15758,Definetley wasn't what i was looking for. I wanted recipes .  Paid 3.99 pretty much for nothing. Wish i could have gotten my money back.,1.0,,,0.9544603,
15761,"Good Housekeeping is no longer the magazine to buy.  It has too much junk in it and after the subscription expires, it won't be renewed.",3.0,,,0.75209016,
15768,"Ordered this for my brother in law, who loves golf. What a bargain price for a great magazine !!  Thanks",5.0,,,0.99957716,
15773,"It takes too much time to receive the first book.

I haven't received the first book yet.",1.0,,,0.793188,
15786,"I enjoy this magazine.  It has many good ""tested"" recipes; good stories and real life happenings to real about that keep you looking forward to the next issue.",4.0,,,0.9983876,
15788,"really disappointed in the magazine, just like the other on I got ( woman's day ) I should have checked it out first, years ago loved the mag. really disappointed",2.0,,,0.5189487,
15789,I enjoy and look forward to the arrival of my magazine every month.  There are so many great articles and new ideas...totally love it!,5.0,,,0.99766636,
15791,"Great magazine, lots of ideas and comments about everyday matters.  The recipes are simple which is a help for non original cooks like me.",4.0,,,0.945143,
15797,I already subscribe to the print version.  Now you're going to charge me for a Kindle version also?  No thanks........if I want to be robbed I can go stand in an alley.,1.0,,,0.99568945,
15801,Great deal and my wife loves it.  Wow look at the price what a great deal where are you going to it for less.,5.0,,,0.9980724,
15810,I have always loved this magazine and to be able to get it delivered to my door at such a great price is awesome!,5.0,,,0.9996644,
15813,Enjoy reading this magazines. It has info that I want to read about.  Would buy this magazine again.  Good articles.,4.0,,,0.9945698,
15817,"I'm sure I will love the magazine, but I still haven't received it. That is the reason for the 1 star rating.",3.0,,,0.56838316,resolved
15833,"I enjoyed this magazine. I do have a problem of losing interest after getting a magazine for a length of time, though. It's probably just me, and not the magazine.",4.0,,,0.8168863,
15836,Good magazine for all kinds of info and everyday tips.  I recommend for all.  It's my favorite magazine of all.,5.0,,,0.92963076,
15839,Always bought this and women's day at the checkout counter always had good articles in it to read and up to date ads,4.0,,,0.9784137,
15854,"Haven""t received yet. Had to buy in store! Waiting for it to come to my home, then I can comment.",1.0,,,0.9967708,
15856,I am a magazine junkie at heart so I am stoked that I can now take my magazines anywhere without having all of the bulk,1.0,,,0.8619286,resolved
15858,was given as a gift and they were pleased.. I forget that magazine subscriptions make very good gifts that continue to give,4.0,,,0.94308937,
15862,"Love this mag, so the app is awesome too! I love being able to carry around a small Kindle and also being able to read this magazine on the run!",5.0,,,0.999535,
15872,"Nice pointers, and I do buy goods that carry their seal of approval.  Not the most exciting magazine on the market, but it's alright.",3.0,,,0.95485216,
15874,"Interest in this magazine, good coverage of day to day living and very good presentation.
I like to receive it at home",4.0,,,0.9965639,
15875,I haven't received my first issue yet so can't say.  When is it going to come?????????  I think I'll like it if I ever get it.,1.0,,,0.9822598,
15884,I'm not sure that this magazine is what I remembered.  It seems more family oriented and even my granchildren are grown now.,2.0,,,0.62290406,resolved
15887,"I get a lot of magazines and really don't have time to read them all--but I always find time to read my favorite magazine! It has great, timely & useful articles!",5.0,,,0.9436357,
15896,"Much as I thought I would enjoy this magazine, there are just too many adverts for junk, I can hardly get myself to open it, and a few have gone straight into the trash!",3.0,,,0.68554705,
