review_text,label
"not available for latam. When will that be fixed? it's absurd that in this digital era and selling Kindle devices across the world, content is restricted",0
"Not crazy about the TV guide. Disappointed that it does not list day time shows. It only lists shows from 7pm to 10:30!
I probably will not renew my subscription.",1
Best subscription price from Amazon and great publication,4
"Unless you like every decor in your home bright-colored, there is really no point reading this magazine.",1
"Buyer Beware!
Deserves zero stars.
Cosmo is a pornographic mag disguised as a women's publication.
Didn't know amazon was in the porn business ):",0
This is a good magazine for people who will believe anything. Do yourself a favor and move on.,0
$136 for a year's subscription??? You gotta be kidding me......,0
Each month interesting articles to read and use in daily life style. Highly recommend reading.,3
This magazine is a fun one to skim through. They have articles and some are more interesting than others. I like the celebrities they cover as well.,3
"Overrated, too many ads. No reason to charge a subscription rate. Even the style sections should be rated as advertisements",2
I actually received a renew email concerning the subscription...out of 10 magazines purchased I only received 3.,0
"It's one of the greatest magazines ever.
Fiction, reviews, opinion and cartoons.
What's not to love?",4
"I ordered this for my 7 year old, and he loves this magazine. He gets so excited every time a new issue arrives. Great for anyone who loves cats.",4
Very good food magazine. My daughter and son-in-law also enjoyed the magazine. Gave them a subscription because they enjoyed it so much.,3
Cancel please....to much advertising,0
"I would not buy this magazine again as there are too many advertisements.  Also, the magazine seems to be written for the upper class instead of for every one.",1
Love Yoga Journal and love that I can have it auto-renewed through Amazon and I never miss a magazine.  Great product and great service.,4
"Not a bad read, just a little short on content.",2
The writing is sub par.  I read about cars everyday on several websites but this magazines offers nothing of interest.,1
I absolutely love vogue!  Always have ...this is the first magi zone I've had on my fire device!!!  Super cool super easy,4
"There are many recipes, some interesting articles but, a significant amount of advertisements.",2
"I used to really enjoy this magazine. Unfortunately, it has very little to offer anymore.  It's just a bunch of blogger articles now.",1
I'm cancelling my order skinny women and every few articles to read I'm not impressed with Playboy any more don't like it,0
"I am unable to review this magazine  I have never received an issue.

Needless to say, I am not happy about this.

Lynda Epler",0
It was a bad surprise to me to read Times. I did not find interesting the materials and brought to me nothing new.,1
I bought the subscription for my husband for Christmas and he loves it!,4
Have only received one copy over a few months,2
I've only received two issues so far. Unless the future issues are a lot better I will not renew.,0
Best national and world news magazine.,4
It is probably most in depth monthly magazine on the market with good market price guides. Wish they had more categories of grades and more of current year pricing.,3
"I don't recommend! I ordered on 30 June, as of 31 July I have not received a single copy",0
What girl doesn't love Cosmo and a glass of wine! Have been reading this forever. Even caught my boyfriend reading it!,4
i like being able to access my subscription at all times anywhere i want. All i need to do is download it once and its available all the time.,3
stats and player profiles were great,0
I've been reading this magazine for 25 years and is always a pleasure.,3
very hard to use since they discontinued the app last year. was great now it pretty useless.,0
wish it was published monthly instead of bi-monthly plus it takes 3 months to get your first issue. Seems they could process your order quicker than that.,3
A lovely but 'skinny' magazine.  Would have wished for a more substantial one.  What it does provide however is interesting.,2
My dad loves this as his annual Christmas present.,4
Its not as good as it was in 1980s but there are still a lot of fun puzzles.,2
"I would have thought I would have started getting the magazine by now. I know I enjoy this magazine that why I started a subscription.
Not happy about this .",0
Definitely one of my favorite magazines.,4
This magazine gives you a small peep into the lives of celebrities.,3
Great value for the price.  Love this magazine,4
I'm on the 4th month of my subscription and so far its been very enjoyable.,3
Cancel right away... no Chance to review,0
Excellent magazine. Great ideas even for the average home owner......and the Dwell Convention was fun too!,4
This update did not fix the issue of being able to enlarge font/text size.  The app is useless except the videos built in the article,0
Grandfather loves it!! At 91 and owning his own car parts store years ago this is great for him.,4
Informative but couldn't get into the lifestyle.,2
The navigation features are archaic. You should be able to view the different sections and their content more easily.  The android app is much better in that regard.,2
Never ordered this mag???,0
"I was never able to access the magazine electronically, but did (and do) receive my print edition.",2
Way to many ads and not enough useful information....,0
Lots of easy recipes in every issue.,3
"The best quilting magazine yet, inspiring, extremely creative, fantastic photos and instructional",4
Good magazine but not the same as the one on the stands.,0
Kindle version is difficult to read - couldn't make it go landscape - and so many ads!,1
I used to really love this magazine.  It's been dumb downed and I am not a fan.,2
I love this magazine!! I like the variety of articles from clothing to makeup and more! This is a great magazine!,4
Magazine is not too bad. Got 1 year cheap prise.  The system renewed it without my permission,1
This a magazine that is dedicated to advertisements.  I'm not even sure there are any articles in it.  I search but don't really find any.,0
If a 5 month subscription is $114 then each magazine would be $22. I think savings listed is false advertising.,0
This subscription seems to come intermittently. The magazine is mostly advertisements. We won't renew.,1
I currently subscribe to this magazine and don't want to order a new subscription to have it available on my kindle.  Bad call.,1
Can't live without my Vogue,0
Used to love it. Obviously over the top left-ist now. The New Yorker does not support our great country.,0
"It is by far, the best Watercolor art magazine I have ever seen. I love it. If they are all as good, I will be thrilled.",1
"Yeah!! Got a discounted subscription! Only problem is, I've received 4 issues. 2 in the first 40 days. Two months, nothing. Then 2 copies of the same month",0
"We purchased this title as a gift and the recipient loves it already. Great magazine, great price ! Will definitely shop Amazon again.",4
"I enjoy reading NG Traveler. Great photos, news of particular interest to travelers and ideas for new places to visit are among the best benefits.",4
"Love readers digest
And I don't have to wait for it in the mail",4
"Not as good with new publisher... Magazine is shrinking in size :(  Still great informaiton, just less of it.",3
There isn't much more to say. Wired has created a wonderful reading experience. I am sure they will find more ways to amaze. I would highly recommend this publication to anyone.,4
This was the best price I could find on the internet.  My husband loves this magazine. He reads it cover to cover.,4
"Great magazine, been subscripted to it for years!!!!",4
"It has changed format, and not for the best. It seems to be aimed more for readers that don't want to read and just skim superficial reports with cutsey graphics.",2
"THIS IS THE BEST RC CAR MAG OUT THERE. IT'S BEEN AROUND FOR OVER 25 YEARS. IT HAS GREAT PIC'S, ARTICLES, HOW TO'S, AND NEW PRODUCT REVIEWS. ITS FOR EVERYONE FROM BEGINERS TO PROS!",4
Wish there were more issues. great reading. all my favorite things,4
"Meh, I'll just pick it up at the store.",2
"I always enjoy reading. A great combination of news and entertainment. Love the covers, as well. True works of art.",4
Got this as b-day gift for father-in-law. He loves it! and it is delivered as promised.,4
I would like to stop getting it.  not good .  Do you have any more quilting magazine?  Sorry I Love Quilting,0
They sign you up the next year without asking you... at the FULL PRICE,0
"This is it, the magazine of stories that you have enjoyed for years now finally available for your KIndle.

Get it now if you enjoy this magazine.",4
"I loved it
It is. Helpful and gives great advice",3
SINGED UP FOR 1 YEAR AND THEY  RENEWED AND CHARGED MY CREDIT CARD FOR 2ND YEAR WITHOUT MY  OK. I LOOKED AT WHAT I SIGNED FOR AND DID NOT SEE AUTOMATIC RENEWALS.,0
"I subscribed for 1 subscription.  Great magazine that showcases New Mexico.  Did not renew, as I really don't have time to read it.",3
Had picked this magazine before and liked it.  Each year I try a new magazine and this was the one this year.  It has lots of info and good articles.  Would appeal to all ages.,3
Comes as promised and she loves it. Makes her forget about all of the other kool stuff I buy for myself.,4
Reasonably informative but could/should be a lot better. Style and content not up to date; related website totally useless even for magazine subscribers.,3
The readers digest never disappoints. great thought provoking articles,4
"I love this magazine, I've been a reader for years. It has a good mix of fun, informative, and inspirational articles.",4
Excellent price for subscription. Recipient was pleased.,4
Husband's favorite magazine.,4
"Too many advertisements and too few recipes. Most included fad foods such as quinoa, kale, etc.",1
"Best magazine ever !!!. Unless you pay others to do all of your house repairs. It includes many tips from auto to woodworking, its good for any guy.",4
American Scientist is much better and deeper. This now seems like it is for 9th graders or something.,2
This is ok.  You can't manipulate the digital copy to make the print larger.  It reads exactly as the print copy.  Bummer.,2
"Yawn,  Only more anti President Trump fake news from the lefties in the SCUM Media Network.",0
Why does Foreign Policy not allow my Kindle Paperwhite in the list of available devices? Does that make any sense whatsoever?...,0
"I think the TV guide should tell us what is on during the day and early morning, people work various shifts and not just evening.
Why is this??",2
When my 10 year old Grandson received his first issue he sat down and went through it non stop.  He is still quoting it.,3
The opposite of the truth.,0
"Truly enjoyed this issue and the enclosed projects. The information was current and the patterns very well written. Packed full of ideas, concepts and educational articles.",4
Great tips and recipes.,3
OK but does not have as many recipes as it should have.,2
Some pages never download I never see pictures I never get it again I pay two times here and on the store,0
"We got two issues and haven't seen any since. For the price it wasn't a complete waste, but the little one was disappointed.",1
"Started getting my magazines already! Loving them. Fab price as well. Lots of neat things, ideas and such inside. Def worth keeping.",4
Only 60% of content successfully downloaded to my Kindle Fire hd tablet! This is not acceptable for a e-subscription!,1
"Good magazine, with lots of interesting info and trivia on various places in Texas, and the way of life there.",2
Not like what it was when i was a kid,2
My dad loves this magazine as he was an electrician and loves all things science!,4
This was the best price that I found for National Geographic magazine . I've recieved the magazine in my wife's name for years.,4
"Very dissatisfied with the copy that I got. Torn, crumpled pages and looks like it has gotten wet. Couldn't even scan the pages properly.",0
"Magazine is great, but no tote as stated",2
I got this magazine in the past and always enjoyed it. The lay out is odd now and the stories aren't interesting.,0
An excellent value (at the Amazon price) for a superior technical news & features monthly publication.,3
My mom loves Reader's Digest .,4
it is great read and great ideas for today's men .. great price.. buy it today.. go for it :),4
"Simply the best for over 100 years!

No other magazine has more inspiring photos and articles!",4
ENJOY READING,2
My husband really loves when this magazine comes in the mail.,4
love my magazine,4
"DID not order this item ,please remove from my account. I do not want this or any other magazine from you.",3
June issue teaching tweens how to have anal sex!  Definitely not appropriate for young teens.,0
"Well written articles, good start up info as well as articles on established businesses.",3
I really wanted the  version for younger kids!,2
This is a scam subscription. Beware!!,0
Forgot I picked this up as a Today's Deal and will  not renew. Too much advertising and not enough food related stuff.,2
I was excited to learn the Economist was on the Kindle but there are no archived issues?  I only wanted LAST week's issue and can't even access it.  That's frustrating.,0
not like yesteryear! Readable with not much meat in it.,3
Absolute best magazine available today.  I eagerly await each issue.,4
"A staple in any man's periodical library.  It should just be issued with the dangly bits at puberty.  Even so, the content has slipped a bit over the years.",3
D01-2046689-0644923 I did not receive this e-magazine . It started to load and then dropped out but I was billed!,0
I get this magazine for myself and my daughter.  We both love it.,4
"While it is the source for twirlers in the US and no other website or magazine publishes info on contests, it is seriously outdated and filled with fluff.",0
Hard to say if it's any good since I haven't received a single issue yet. Ordered it at the end of Dec 2016 and it's the beginning of March 2017.,0
"Not like it used to be. The entire magazine is mostly designer ads now. None of the good jokes or ""guy"" material anymore. A big dissapointment",0
"Needs more content and less advertising. More recipes, success stories, and activity/workout ideas. Maybe even a beauty section too.",2
"This magazine is usually amongst my favorties, however the first issue I received seems to be very bland and generic. Hopefully the next will be better.",1
Transformation Magazine is nourishment for your soul. Connecting with kindred spirits and meditating on positive outcomes is a priority for me. Transformation bridges the gap.,4
"Absolutely LOVE this magazine!! Great articles, pictures, and ideas of where to go next for a vacation!",4
Great purchase for my 3 year old! We had a great time doing the picture search this afternoon and learned how to say HOLA!,4
I enjoyed the magazine and the content.  I just had a hard time seeing and reading it on the kindle.  Won't buy any more magazines on it.  They are better on ipad.,2
"Don't know why I get this magazine other than I'm kind of a celebrity ""voyeur."" It's fun to see current pics and updates of the people we see on TV and the big screen.",3
Absolute garbage from the mouth of fox news.,0
"The actual magazine is great when you get it.  Some months go by with nothing, then a couple show up at once.",2
Thought it was going to be more pattern and project ideas. Instead it is full of too much editorials and stories.,0
much to many ads and less stories,1
I BUY THESE FOR PEOPLE IN JAIL & PRISON. THEY LOVE THEM BECAUSE IT HELPS TO TAKE THEIR MINDS OFF THE BARBED WIRE AND CORRECTIONS OFFICERS.,4
Not as good a mag as it used to be,2
I would not recommend this magazine too many ads and products they are too expensive.,0
This magazine has lot of good stories and tips. Easy layout to the magazine as well.,3
Was meant to extend subscription - now getting double issues. Useless.,0
This magazine has become way too precious for my tastes. I miss the really gritty fiction and raunchy humor.,2
A lot of cooking recipes. I was  hoping there would be more.,2
Have a Samsung Galaxy Tab 4 using Google. Text and viewing perfect using Samsung,4
Still waiting for first issue.,0
"Readers Digest has something for everyone.
No matter the subject it will appear in Readers Digest.
It is one of my favorite magazines.",4
Great Mag..!!,4
"I have been subscribed for over 6 years now and have never been let down! Love the pics, articles, interviews, and jokes! Love ya Hef!",4
Arrives a little speraticly. But always in good shape.,3
Some issues come - some don't. Not again. I would not recommend ordering magazines until improvements are made. Only product I have ordered the has not been satisfactory.,1
I have enjoyed Reader's Digest for years.  I just recently tried it on my Kindle. I was unhappy with the typos in the Kindle version.,2
"The secret to a happy life is in this magazine, I swear! Beautifully presented with luscious pictures, it also abounds with wonderful articles.  I want to save every issue!",4
"You get what you pay for ($5).  Several copies came about 3 months after I ordered.  Nothing since.  I have not went ""on-line"" to read whats on there.",2
love it - all organizations should read this,4
Can't live without my tv guide. Love the stories and love how easy it is to read the nights setup.,4
Great deal for a low price!,4
Did not find it worthwhile,0
HORRIBLE. Waste of money. All ads. Piece of cheap. Don't bother.,0
"A reliable magazine to find good information, is also a good place to know what is avaliable. It is worth it.",2
"I ordered in December, and have only received two issues. It was really a waste of money since I have to buy the issues at the store anyway.",0
I was very happy to find such a great deal on one of my favorite magazines. I can't believe I have gotten two issues so soon.,4
Not as interesting as I thought it would be.,1
I made this purchase on Sept 10 and have only received 2 issued. Id like my money back,0
"The three column layout stinks and it only serves to add fluff. None of the articles are memorable, and they are pretty shallow. They need more substance in the articles.",0
Not very original recipes.,1
"I can not review this purchase yet, because I have not received a copy of the magazine as yet",0
My 88 year old Mother loves this!!! One of my best gift purchases ever : ),4
"I bought this as a gift and the 2nd issue was skipped!  Cosmo is Cosmo, so no surprises there.  Hope they get February's issue out.",2
Gave it as a gift that had been asked for. I apologized for the content and he agreed it was not what he had expected.,0
This goes well with my print subscription.,3
"i ordered  men's health for someone incarcerated,  i year subscribtion., out of  that year they only received 2 magazines.",0
daughter loves this magazine and the price was great,4
Good product but no daytime listings.,2
"primarily, a bunch of advertizements.",1
An exceptionally pretty magazine with lots o home decorating tips and photos. Mostly dedicated to high end designers but there are lots of tips for everyone.,3
I bought this for my niece who's in her twenties. She moved into a new apt and absolutely loves it!,4
"Pottery Making has many good ideas and projects, especially for teachers of pottery and for children. The articles are clearly written and easy to understand. I enjoy reading it.",2
Never worked!,0
My favorite self help magazine; and it was cheaper to order from Amazon.,4
Good magazine but a bit pricey,2
It fun reading.,3
This mag is in the good category .It is worth the 10dollar fee. It helps me keep up with the latest on economics,3
Best gun mag,4
Nice upbeat magazine- light reading,3
MY GRAND CHILDREN LOVE THIS....I WILL BE SENDING IT TO ALL AGAIN THIS CHRISTMAS.....GREAT PRESENT AND INTERESTING FOR ALL AGES,4
"Too few helpful, relevant articles to read, way too many advertisements. Cancelled subscription.",0
"They must be really desperate for ideas, or really want to push this product. Is this the best they could come up with.",0
"Don't bother, only partially downloads & then stays in a ""waiting to download"" state.",0
"Didn't order it, just called to have it stopped. Looked at it and not interested.",0
"This used to be my absolute favorite magazine. Unfortunately, it has turned into one giant ad. Quite unfortunate. Le sigh.",0
"Ordered in early Feb, Its just about June and I have never received an single issue.

Do not order your subscription to this magazine on Amazon.",0
"Like most mags, most stories are actually advertisements for something",0
Great mag to always have in your collection.,3
"I was very disappointed with this magazine, and it frankly had no redeeming qualities.",0
I have been subscribing to Gray's for years.  It's a great magazine with excellent photography and stories.  What else is there to say.,4
I didn't get the first two issues,0
"To date, I'm still not sure this magazine is saying, so I canceled it.",1
"I like it because the vaiarity of  subjects and I admire Oprah a lot and the last page  What I know for sure, is my favorit one and what I read it first.",3
"It is very difficult to review a product or in this case a publication that has never arrived.

Little help!!

Where is it?  And when can we accept it to arrive?

Linda Drake",0
"Cover stories weight thin in quality, waaaaay to many ads!",0
My kids LOVE this magazine and read it cover to cover every time it arrives.,4
last year the magazine has more about the next tv series for the next season and the  series of summer season. Also last year the magazine has more articles about actors.,2
Love all the classic old  sportscar stories,4
The New Yorker is an amazing publication.  I've read it for years.,4
"You can order it directly from National Geographic for $15, but that is just the magazine not the online stuff.
I'd recommend avoiding the middleman.",0
Seems like much space is devoted to car reviews. Might want to look askance at the title of your magazine.,1
I have been subscribing to Entertainment Weekly for years. It is the most informative and down to earth publication on the market.,4
Although I understand the reason I have yet to receive the magazine it is still rather irritating.,0
"I thought this magazine was about science?  Rename it ""Global Warming Monthly"".  Honestly, they find a way to squeeze it into the magazine every month.  RUBBISH.",1
Always a treat to find the new copy in the mailbox.,3
I've always enjoyed reading Family Circle and couldn't pass up the opportunity to subscribe at a great rate through Amazon,3
"I have not recieved one magazine as yet.  How much longer does it take to get a magazine,  I was hoping to get it before Christmas.",0
nice magazine,3
"Have only gotten 1 issue so far.  Will have to update this post later.  However, $5 for a year subscription is a great price!",3
Very informative and not much crap,3
Great magazine and great value,4
Still a good mag. For inspiration,3
I was offered several extra incentives(aditional gifts)after this purchase. I wished I would have had the more lucrative options before purchasing this subscription.,2
Loved the magazine! I'm from DC so it keeps me in touch with home. Articles are relevant and  interesting. I am very glad I subscribed.,4
Great price for a quality magazine.,4
This is by far my favorite magazine.  The recipes are easy to follow and the articles are informative.  I learn so much every month.,4
"Cheaper subscription rate even on the ""official"" New Yorker  website.",0
Purchased this fluffy junk for my wife. She sort of glanced at it. Not much content...lots of advertisments. Not worththe 5 bucks.,2
"I received the first issue; however, have not received any others since.",0
"Great Magazine.
And so cheap.
What's not to love",4
Love these! Great price!,4
"Fun when were having spare time, and keep our minds working",2
simply the best magazine there is!,4
"I enjoyed this magazine. I do have a problem of losing interest after getting a magazine for a length of time, though. It's probably just me, and not the magazine.",3
I only buy the magazine for the Gymboree/crazy 8 coupons. The actual content is so so.,2
No product reviews worth mentioning. Just lifestyle stories and travel stories about places most of us can't afford to go,1
Great magazine for diabetics just far too many advertisements.,2
We have been vegetarian for several years and found Vegetarian Times to be a valuable source of recipes and information.,3
Official Xbox Magazine gives the low down on new games.,3
I have been subscribing to this magazine for years . It is my absolute favorite!,4
I was hoping to find more ideas to use in my own home and suggestions for where to find inexpensive items.,2
Great magazine subscription for the price!,2
This is a quality product that is more than marginal. It is written in an easy to read manner. The ideas and projects are nothing special.  I would recommend this product.,1
So.happy to finally be able to read O on line as well as receive the paper addition!!,4
It's just not the same as reaping a real magazine. I read a lot of e-book and love them but I would never get another magazine online.,0
Not working on the 6th generation Kindle Fire HD 8. Please fix.,0
What a deal!,4
"I sew, therefore I love this!",4
The may issue is where but I have still not been able to read the April issue! I am very frustrated,0
Received my first issue. Like it thus far.,3
"love this mag,  but it seems to be getting to be more ads then design photos",3
"I love, love , love this magazine! It has everything you need packed into one; great recipes, fashion , beauty, household advice, cute suggestions, etc.",4
"For those of you who have a broad view of the world and food, this is the perfect magazine for you; always novel recipes and articles.",4
Great price but price matter little if the magazine is not entertaining. I had high hopes being a novice farmer disappointing. Mother Earth a better choice.,1
Where is the notification or magazine< It has been almost 2 months in 2 days?,0
The amount of ads that are in the magazines is equal to the number of ads.  Would like to see less ads.,2
was given as a gift and they were pleased.. I forget that magazine subscriptions make very good gifts that continue to give,3
"I asked for the cancelation of this title? Please, do not sent anymore, and credit my account! Thank you.",0
"This used to be a great magazine for homemakers.
Paer is super thin and hard to turn pages.
Good ADD KEEPER.
Will not renew even at $5 subscription price.",1
Great price for cosmopolitan. Love it,4
Most recipes too many ingredients and not low calorie. Also charged me another year without my request.,1
This magazine is always a five star.  My absolute favorite!,4
"O is my favourite magazine - always chuckful of information, advice, recipes, suggestions and support .  These magazines are keepers and they are timeless.  Great columnists.",4
"low on articles, high on high gloss ads. not interesting enough to keep",1
"Best magazine ever. Science, nature, and travel all in one.",4
The new format is terrible,0
I like the magazine I looked at my daughters several times and decided to order it for myself.  Thanks for printing it,3
"Not a magazine, a leaflet which recommends web articles",0
Judge judy's divorce and scandal was over 10 yrs ago. Pictures look fake and photoshopped. Not worth a read.,1
"They don't have a listing for during the day, which is when I normally watch TV.  Disappointed, so I won't be renewing my subscription.",1
not a fan but my husband is,1
I really LOVE the magazine but the kindle fire version would neither download nor open so I deleted the trial version after two days,0
I have always Loved Vogue!! Great price!!,4
When I want to read a article cannot make it large enough to read it goes to a blank screen,0
"Not as thick as they used to be, very light on content. Still manages to keep me interested with some original content, but it's waning.",2
I usually love the Taste of home magazine. I just didn't love this issue.,2
"I love this magazine and the recipes are the best, delicious!",4
Wouldn't it be easier to just label it as soft porn,0
Signed up at a low rate but the auto renewal rate was a ripoff too high. Decided to cancel it.,0
Great. I was so excited with it. Love it!,4
Don't waste your time unless you have a kindle fire or ipad.  Kindle apps on android phones or tablets are not allowed to load this kindle item.,0
This is an excellent publication.  Provides informative interesting information as well as great humor.  An easy read and highly recommended.,4
Thank you for the heads up on the inappropriate ads for adolescents before I purchased a subscription for my grandson and got into hot water!,0
I ordered a magazine in early NOvember and here it is December and I have not yet received a copy.,1
"This magazine is great, the pictures, writing and even the adds are beautiful. I feel like I'm sharing part of the world I haven't yet traveled in.",4
Too many advertisements distract,2
This is a great Magazine. I wish it would have been available 50 years ago.,4
I love and enjoy reading this magazine.,3
Best ever!,4
This was a gift and I was told they read and love every issue! I have renewed the subscription again!,4
Oh how the once mighty have fallen.,0
Popular Science remains one of my top magazines. It keeps me up with a lot of things happening in the tech world.,3
Terrible.  Complete waste of money!,0
"I choose four stars because my son loves it o the kindle, it was out first time using it on there.",3
"My child loves the magazines the help Is the best, it has everyday problems that my daughter has  all the time!",4
my mother loves this magazine it keeps her actively reading she reads npw more than gets to follow the program on tv,4
This did a good job of reviewing the books that were mentioned but it did not review as many books as I had hoped.  I will not be buying this again.,1
Wow.  I received my first issue. Little to no content. Find a charity and donate the cost of this subscription.  You'll feel much better.,0
Most of the recipes are not meals I would make but enjoy the magazine.,2
Love it well worth the monthly investment. Now I just sit back and wait for mail,4
"This used to be a great magazine. Now it's a gender bending, value destroying, soul sucking piece of garbage. No thanks.",0
Not bad. won't renew though.,2
"As a passionate genealogist, I think this magazine is excellent.  So much content in each issue.  Very, very informative.",4
I'm not getting these monthly as I had expected.,1
I have been reading this magazine for 18 years and I love it. Glad to have it on my kindle now!,4
Digital edition doesn't work!,0
"ZERO,  and i am really PO'd that this subscription showed up on my account.  I hate these stupid magazines about people I don't care about.  Low move Amazon.",0
Good magazines,3
I enjoyed reading this. Looking forward to next month.,3
"Forbes Magazine. Save your money. It's nothing but advertisement. The magazine comes in the mail, and I take it straight to the recycling bin.",0
"Love this....miss living there, and enjoy the pictures",4
Product was as described and shipping was very fast,4
Cheaper than buying it every month at the grocery store!  Can't wait to start receiving it by mail every month.,4
This one is a big hit with both MOM and DAUGHTER (age 11)  She loves it!  I love it!  SCORE!!!!,4
Great magazine. It tell you a lot about survival and other thing that everyone should no about emergencies.,3
The only thing I don't like about this mag is the fact that you are always flipping to the back to read the rest of the article. Great travel ideas.,3
It is non-partisan and very informative of the week's major news stories.; I have been getting this magazine for 6 years now and truly love it..  Great articles and stories.,4
The AJN charged me twice for one subscription and then refused to give me a refund. The customer service reps were rude to deal with and I will never buy this product again.,0
"received 3 issues and then none, zero, nada.",0
"My husband was somewhat happy with this magazine, but not as happy as he was with popular science.  I, however, picked it up and loved the political articles!",2
"this mag totally bores me. i mean, i like lyric poetry somewhat but when will POETRY start representing concrete and spatial poetics every now and then?",2
Poor history.,0
wish there was more tattoos to get ideas from,2
This is regular sized.,0
Better than most other similar magazines. Easy reading. Perhaps a bit simplistic for experienced handymen who already know many of the tips offered.,3
I ordered this magazine subscription on December 15.  It is now February 11.  Have not received one magazine yet.  FURIOUS.,0
I cancelled the subscription. Never read one word.,0
Value for money spent,2
"These magazines are sure a disappointment now, they used to be full of useful content but now they are mostly ads",0
Contemporary enlightenment from serious relevant interests to my humor satisfied!,4
Not as dynamic as I was hoping.,2
Love this magazine.  I'm a big time home improvement nut and I continually find myself finding valuable tips in each and every issue.,4
"Ok to read, but predictable...if you love a magazine and cup of coffee in your hands, worth getting.",2
"Not impressed. Articles just gloss over subjects, there is nothing to get your teeth into. I don't think I will be renewing my subscription.",0
This magazine is a waste of money and bores me.  Nothing here to see but ads.,0
"EW is my favorite, and buying through Amazon was quick and a great deal.",4
Guilty pleasure!,3
The best Journal for understanding International Relations,4
My subscription came sooner than the date specified. Very happy with my decision to subscribe through amazon.  Best price I have ever seen anywhere!! Highly recommend.,4
Mostly bead weaving pattens.  I prefer more variety like Bead and Button.,2
"J-14 Magazine, was a gift for my Granddaughter. She loves the full size posters in each magazine. She has them all over the walls in her bedroom.",4
I love this magazine. it is so much fun to read and you are never bored with anything in this magazine. OMG!! allof the cover modles are so inspiring. get it,4
This is a fun magazine to read.  I have a subscription.  They really stay on top of the current trends and have some really good discounts for readers as well.,3
"Very good magazine!! Has a lot of information about new products, a very interesting proyects...",3
"I would love to be able to rate this subscription, but I have yet to receive my first issue.
Can you tell me when I can expect it?

Thank you",0
Too much metal and not enough acoustic articles and products.,2
Decent magazine with informative articles,2
I have been receiving the Discover magazine for years and I love every issue.  I have learned so much about so many things by reading every issue from cover to cover.,4
I enjoy vegetarian dishes although I am not a vegetarian.  This magazine provides a selection of decent recipes each month without getting too preachy.,3
I did not order this.  I have no idea how rhis happened,0
Unique mag-interesting articles,3
The meditations in The Word Among Us have been part of my daily Catholic Christian walk since 1980. Very solid and uplifting.,4
I like the magazine but found it was too hard to read a magazine on the kindle.  Don't like having to move around the page.,1
The top quality research and best business language!,4
Tired of depressing news all the time?  Then this is for you.  Fresh new ideas and inventions.  I love it.  Something positive about our future.,4
I think there are a lot of useless articles.  The cabbage recipes were unappetizing.  I was glad I didn't buy it.,0
the best shelter magazine,4
Too much advertising!!,2
"Great magazine for young kids.  Helps make learning FUN!

Magic Carpet of Children's Books
Skype Author Visits",3
Not enough stories to many advertisements,0
"I like the good housekeeping magazine, the
price was unbeatable, and the subscrption
was started very fast.",3
This is by far one my favorite magazines. There is nothing bad I could ever write about it. It's an awesome magazine. Get it.,4
As always a pleasure to read.,3
"Used to be great, now nothing but ads and the stories are not half as compelling as they used to be.  Will not be renewing.",0
Just not to my taste.,2
This is by far the best hunting & fishing magazine I've ever read. Highly recommend.,4
I don't read this magazine.  I think people need to pay more attention to their own lives versus supporting those that are already in the spot lightl,0
"It did take a little while to get to me, but still happy with the experience.",3
best magazine on the market!!,4
"Love the price and the pics, but I was a bit disappointed when I could not do the puzzles and crosswords games.",2
inability to enlarge text to us recipes with which to work,0
too many ads but I like the fashion. I wish they gave alternative fashion at a more affordable price.,2
Love the ideas and pics !!,4
Bought this for my granddaughter as a Chrismtas gift last year and just renewed the subscription for her.  She loves the magazine and looks forward to each issue!,4
Love too keep up with the stars!!!,4
"Not bad, but there are better articles out there in different magazines that I would personally rather spend my money on.
It does arrive on time and in good quality!",2
"terrible.  bought a subscription for my mother, last december, and as of today, 7-16-15, she has only received two books.  I would not recommend this subscription to anyone.",0
"our two year old grandson just loves this magazine and sits for a very long time paging through it, mind you he never sits still for anything!!!!!",4
Simply one of the best magazines around.,4
Some good information but a lot of it is old & if you watch your show you know what happened before the magazine arrived. fans want to know what is going to be happening.,2
In-depth features not found. I expected better from BBC. For instance: What were the alternatives to D-Day? Who or what  was really responsible for the victory at El Alimain?,0
"Along with Woman's World, I read this magazine cover to cover and highly recommend it.  Interesting, informative and easy to read articles.",4
"Love the magazine, get it in print. FireHD is ok but slightly text is small and resolution a little blurry. Selective zooming works but it is a little lackluster.",3
Not as good as I remember it from years ago. I hate the e-reader format. We'll see how I feel about it once my traditional paper version gets here.,2
LOVE ALASKA WE WERE STATIONED THERE IN THE MID SIXTYS SO SEEING THE BEAUTIFUL PICTURES BRINGS BACK LOTS OF MEMORIES.,4
"Pretty photography and quite a few good articles, for the edition I read.",3
Got for my DH & he loved it! Asked me to renew the subscription because he really enjoyed it.,4
Nothing like I thought it would be like,0
"Loving this! A friend told me about it, so I just had to get my own subscription!",4
It is a decent magazine.  Gives guidelines for workouts and eating habits but after a year you're reading the same information just written differently.,3
"Seems to be simply a copy of Outdoor Life with a few changes, only.",0
"More ads than articles, and even the few articles are basically ads themselves.",0
Are you kidding me? Is this a false 'People magazine' marketer preying on people?  Outrageous pricing!!! Dont buy through this link.,0
My 7 yr. old granddaughter loves this magazine - very nice!,3
Love it! The whole state covered a to z,4
