review_id,review_text,label
2314,Disappointed to learn that I can view my print subscription online. I've done enough with BGH.,1
67856,Absolutely the best day to day readings of sacred scripture..I cannot live without it,5
67857,"It's a blessing, every day to have this daily meditation.",5
67868,"I have been a subscriber to this very inspirational book.

I recommend it for all Catholics and all Christians in general.",5
67869,It is a wonder4ful daily memitation on the Mass readings for the day.  A wonderful way to start your day!!,5
67878,Not what I was looking for,4
2346,"Did not like this magazine, to much advertisements",2
67890,I use it every morning. The meditations give me something to ponder as I walk to work. It is helping me evaluate how I am living my life and helping me make better decisions.,5
2355,"I am dissapointed at the fact that I only got one magazine. I am gonna try again.
I wonder what happened to my money",1
67898,I love this daily mass and meditations ..... Starts the day off  right  with the Lord !!,5
2366,Love to read the articles and recipes!  Loved to read mom's subscription growing up and now I've given it to my daughters.  Three generations of readers....,5
67904,This is the best paperback book of scripture readings and meditations out there.,5
67905,"One of the best for keeping our daily ""spiritual life"" in the moment!!!",5
2373,Terrible. Will not fully download. Worked fine until recently. Last two issues only download a few random pages.,1
67917,I love being able to tap into my daily meditation where ever I am.,5
67928,Very unhappy.  Unable to transmit to my Kindle.  Your service agent's solution to the situation was to cancel the subscription and issue a refund.,4
67932,Daily readings and the devotional given provide me with a great way to start the day and bring forth a new sense of focus every day.,5
67934,"Absolutely love this monthly book!  Am going to give to family as a Christmas gift.  I've learned so
much from the use of it. Highly recommend it!",5
2405,I bought this for my boyfriend because he kept taking my Cosmo magazine.  It has great articles for guys and for their girlfriends.,4
2406,The magazine covers an overall spectrum in order to touch on areas of interest for all individuals,4
67945,The meditations in The Word Among Us have been part of my daily Catholic Christian walk since 1980. Very solid and uplifting.,5
2411,I haven't recieved a single copy so I can't really review it. All I can say is the amazom service is terrible.,1
2414,"Unfortunately, I must give this magazine a O as I have yet to recieve an issue.",1
2415,wanted decor not recipes,1
2416,Little value in this but didn't expect it.  Just got it for a reception room and it served its purpose,3
67962,"At age 80, I find I miss my familiar readings.  Also, this seems a bit abrupt.",3
67968,Wonderful having daily mass readings anywhere you go and only a fingertip away.,5
67975,This is my daily inspiration.,5
2440,"I love it!  Complete with a shopping list.  Although, I wish it had even more recipes!",3
2441,"unlike my other magazine subscriptions, I'm unable to expand the page, unable to read it, plan to cancel.",1
67979,"This is the first time I have used the ""Electronic"" Edition of the publication...it's great!  And the content is as it always has been...thought provoking and inspiring.",5
67984,The best reading I do all day,5
67998,"I have been subscribing for almost three years--I love it, and their daily meditations are very inspirational!",5
68000,Best way to follow daily mass with devotional at the end.  Love it!,5
2475,I love that I see so much of my style and personality in BHG!,5
2476,Very bad. You don't get to read the magazine because it keeps downloading for ages. Another way of extorting money from innocent subscribers.,1
2477,Good information regarding ideas for homes remodeling,3
68016,Excellent daily devotional and aid in preparing for Mass. Also wonderful articles and Saint biographies.,5
2489,.my whole family is enjoying this magazine and what a great price,5
2492,"Just started getting this... part of a promotion to use points for a subscription.  So far, so good.  Nothing overwhelmingly special yet.",3
68029,Wonderful to read on my Kindle.  It is a great convenience while waiting in a waiting room.,5
2504,Got this for my wife. She loves it. So many good articles and great recipes.,5
2506,I got some really good recipes from that magazine.,4
68043,The word among us is the best catholic tool I ever read.,5
68044,This is wonderful. Now I can access instantly and n longer have to wait fr my copy in the mail. I especially enjoy having the daily mass readings at my fingertip.,5
68046,I received the August issue when clearly the image is for September.  Why would I order August issue on the last day of the month?,1
68051,"This is great and an inspiration to me daily, will need to subscribe so i can get the mass included in the publication. thanks so much",5
68052,Perfect compendium of daily liturgy,5
68074,"Great day to day meditation. I strongly recommend it. Besides the daily meditation and gospel, they have great articles. Congratulations",5
2541,i cant wait for each issue to arrive I love this magazine has tons of diy projects and tips,5
2545,Boring ! There isn't any information in here that is valuable and will pertain to improving the beauty of your home inside or outside.,1
2548,Stick to the print version.  The digital version is disappointing.,1
68090,"I like it and will probably stick with it instead of the paper version.
The only I don't like is that I can't book mark spots so I can go back and forth easier during mass.",3
68102,I find this publication difficult to navigate on kindle paperwork. Maybe its just me ..not sure. Have this on trial.,2
2570,"love the magazine!  So does my husband, daughter and her hubby.",5
68110,It was just what I was looking for. Will use it every day.  Very inspiring.  Wonderful for Advent and beyond.,5
2585,I got two issues in 1.5 years and they said its up for renwal. Do not buy,1
2600,Have been getting it for years....Love it !!!,5
2602,50-60% advertisements. I guess that is why it only costs $5 a year...,3
2610,cant go wrong,4
2612,"OK but too ""what if"" and science ""fiction"" compared to ""Popular Mechanics"" which we also enjoy.",3
2623,very educational,5
2629,"I know it says ""large file, may take longer to download"" but really - it's been three days and its still downloading!",1
2630,Much easier than carrying a bunch of magazines around,4
2632,"I purchased this to read in doctors office.  With changes in the way it is down loaded and how many can be on my device, that plan is not working.  I do not like",2
2647,My husband loves this magazine. Perfect present for the handyman in him.,5
2666,Again...not like it was 30-40 years ago!,3
2674,"More of an advertising magazine. Ads, ads, and inserted card ads.  Very little content.",2
2676,my favorite wood magazine,5
68223,Uts the best newpaper,5
68229,The best Polish weekly since 50 years!,5
2711,Love this new version of magazines. Very easy to flip from one topic to another and save a tree in the process and space in my house.,5
2712,"Nice magazine...great interactions, but past issues don't stay on the device.  I have to keep downloading, and download times are forever!",2
68250,"I love this magazine.  It is so informative and interesting.  I always research items before buying, so this magazine is very helpful.",5
2715,I'm not getting these monthly as I had expected.,2
2726,Son Loves this magazine.  He can't wait to receive each issue.  Compelling stories.,5
2730,"I probably shouldn't have gotten it for 5th graders.  There were cigarette ads throughout each issue!  Really could've done without those, and the conversations that followed!",2
2744,"Most of our family on our account has the original Kindle Fire, which this isn't compatible with. Really stupid. Will not renew because only one of us can read it.",1
2745,The new Better Homes App on the Kindle is a pain.  The downloading is slow and incomplete.  The old process was much faster.,1
2746,"A real value for your money. Interactive and fun to read!! Highly recommended for new and fresh ideas for your home and easy, creative recipes.",5
68284,The daily Republi-con talking points begin with the drug report then are repeated by druggie Limbaugh. Save yourself the money.,1
2752,"Wonderful magazine, I am a subscriber for15 years and I love it, now that I can get the digital issue on my kindle, I can read anywhere.
thanks!",5
68299,I think it is the best digital film magazine out there. The digital copy is really convenient and cheaply priced.,4
68303,"I love this magazine! The articles, photos, and info on up and coming movies are right on and so much fun to read!",5
2768,"I look forward to checking the latest issue every month.  With this new edition, the magazine has been downloading for 3 days.  It is a technical problem.",1
68305,"As most magazines go, some issues are better than others, but usually a good read.",4
2787,"I subscribed most of my adult life.  I finally discontinued because the magazine is now more ""Popular People of Science""  and less about the science itself.",3
2800,"The magazine is on the device but to open it, I wait for page downloads that sometimes never happen. Other publications work fine",1
2803,"One of my favorite magazines. Great cooking, decorating & gardening inspiration. Great photos and beautiful colors. It never gets old.",5
2804,I received only two issues and have not been able to download the next issue. I do not seem to have any avenues to resolve my subscription issues.,1
2806,"I have read BH&G since the 70s.  I have never been disappointed with the quality and content.  Always interesting and so full of projects, ideas and recipes.",5
2807,This is a great issue. Loads of creative ideas.  I really like the kindle version.  My BHG can go with me anywhere and always look fresh - unlike the paper magazine!,5
68344,I am still waiting for my first issue to arrive so at this time I can't review.  Was told it could take up to 12 weeks to start...apparently that's true.,1
2821,Great for anyone that what do DIY.,4
2822,My dad loves it!,5
2829,I am unable to access the magazine. I'm being asked to sign in with information I don't have. App not working for me at all.,1
2838,Not enough stories to many advertisements,1
2851,"I have mixed emotions about this magazine, not sure I like the twist on some of the articles!
I read it and form my own opinion!",3
68390,"I Love this magazine. Very disappointed that I can't read it on my Kindle. So I, of course, won't be ordering it. I wonder if I cold read it on my computer.",3
68392,I love having this magazine in Spanish. My children are using it to keep up with their Spanish reading skills.,5
68413,this magazine  stopped  coming to my kindle though my subscription is still active.  so now i pay for the subscription pkus individual issues.,1
2891,"Love reading the great articles, always so interesting.",5
68427,No photos. Why would you want National Geographic without pictures.,1
68429,I don't like it,1
2894,Still don't like the format.,1
68431,I love this magazine since I was a kid! Excellent to have at your finger tips.,5
2898,I love science and this magazine keeps me up to date on what's happening now and hopefully in years to come.,5
68451,It uis just the best magazine ever. I find it to be the most pieasurd to read. with so many articles to read about.,5
2920,The articles were not well written nor were they particularly topical. Would not recommend for the thoughtful reader od ant political persuasion,3
68456,It doesnt seem like Kindle includes all the pictures. The quality of the writing seems to have declined over the years.,3
68482,"I got several books for my Granddaughter, she is six years old and reads Thrid grade books.  She loves to read and you have the best.  She loved the books.  Thank you",5
68490,"Ok magazine, but way to expensive for a virtual magazine.  I don't think I would purchase like this again.  Sorry",3
68496,my granddaughter loves this magazine! I'm glad to make her happy!! We are on her first renewal and this is one of two magazines she requests!,5
68500,"I have not recieved this magazine even though they have my money and when I tried to contact them about it, their e-mail is full. How convenient!",1
2966,Decent mag,4
2970,started out great then they quit coming. Maybe they're out of business.,3
68508,I ordered this magazine on 10/7/06 (over three months ago) and haven;t received a single copy yet!!! STINKY SERVICE!!!,1
2973,"I have been reading The Week, Economist and until last year, Newsweek. I wanted to give Mother Jones a try and I wasn't disappointed. Lots of good journalism.",4
2976,"Very honest reporting and as such can be a downer for some, while others may find it invigorating and inspirational.",4
2987,Graphics are nice but woodworking projects are too advanced for my abilities and not that interesting.,2
68524,A little disappointed in the time it took for the first issue to be received but overall the magazine is satisfactory.,3
68523,I've been looking for a quality hand gun for concealed carry so this magazine has helped. I also like keeping updated on new products.,4
68534,would def subscribe if this was available as a monthly issue.  not diving into 25.00 bucks without experiencing it first.  SB,1
68537,Very interesting articles,4
68539,unsubscribed,1
3008,Cancelled. Did not have type of content and interest I recalled from long-term subscription from years ago.,1
3012,Can't say it met expectations even though it has been paid for in April but will not receive my first copy until July.  Not the best way to handle subscripons.,1
3021,"I love this magazine. Lots of ride articles, reviews, and tips. I would say it is geared toward the adventure/touring rider. I read every issue from cover to cover.",5
3024,I did not renew my subscription. The writing and topics just weren't that good.,3
68570,Great magazine lots can be learned from reading it,5
3034,"My Husband is really enjoying this magazine, and I love finding projects in it for him to do for me. Thanks",5
3046,The magazine is so thin -- not much articles to read in this issue.  Will the coming issues also be this thin?,1
3048,Two and a half months waiting for first magazine...No customer service access to find out why...they where quick to take my money though!!!,1
68594,Great magazine at a very reasonable price. When I am finished my Grandsons love this magazine. Better renewal price on Amazon.,5
68596,Loved the book. But was very disappointed that I couldn't copy my patterns.  Won't be buying e magazines for this reason,3
68599,Nice patterns,4
3064,Always the best Information!,5
68598,Great magazine with lots of patterns and tips for the quilter.,4
3070,Poorly thought out rag,1
68611,Great mag to always have in your collection.,4
3082,"I like the magazine, but still have not received a print issue, as of yet.",3
3094,"Best bike magazine ever, love it. Great articles on riding safety too. Ron L",5
3100,Kelly-K of Shiftn Steel Sport Riderz says its a magazine for folks like myself who love to ride! [...] check it out!,5
68643,Not good on kindle format,1
3114,"Been a subscriber to Family Handyman for the last 3 years. I decide to just go digital,  A lot of great I have got from this magazine.",5
3117,I have been getting this magazine for years. Great information and design ideas.,5
3124,"You know it. I love it. Value for the money with lots of tips for home, yard, food, and decorating.",5
68660,Completely uninteresting,1
68664,Good information about new books and authors.  I am definitely going to try and read a few books I learned about in the magazine.,4
68665,Wasn't what I expected.  I receive this publication for free at my local independent bookstore. I plan on unsubscribing as soon as I can.,3
68668,This did a good job of reviewing the books that were mentioned but it did not review as many books as I had hoped.  I will not be buying this again.,2
3135,I found the point of view from this journal much too conservative for my taste.  It is probably best for libertarians.,1
68676,Taking forever!! Ordered the first of July and now its September and still No Magazine.  Ill update when I actually get my magazine.,1
68677,I enjoyed the magazine but prefer Mother Earth News...I am not quite as self reliant as other readers and they might enjoy Self Reliance more than I did.,3
3142,Watch out for the advertising,4
3146,The magazine CAN'T be read on a Kindle! I bought it and the publisher decided to NOT make it available for the Kindle...,1
68688,"Rather more relevant to the American scene rather than the world scene, but what's new.",3
68689,"Reminds me a lot of BHM.  Wonder why? Hmmmmm.
Very helpful info in keeping with the title.  Try it!",4
68692,Kindle didn't deliver it.,1
68703,I love archaeology and this magazine is very informative and current with its information.,5
3168,Not to action packed. I wish I didn't subscribe,2
68706,The best general archaeology magazine I have read. I  highly recommend it!,5
3176,It's full of ads (as are most magazines these days) but there are still some worthwhile articles. I love looking through and thinking about new ways to decorate my own home.,4
68717,"If you want to see how to rewrite history, this is the magazine for you. Extremely liberal view of American History. Beware!",1
3184,"Some really good stuff, but mostly it feels like product advertising.",3
3190,Great buy! Highly recommend.,5
68738,just got this recently so soon to tell you what I think over time but for now it is interesting and great photo shoots and fun  i like what i have seen so fard,3
3204,We both love this magazine,5
3205,Seems like each magazine gets smaller each time and it appears that there are way too many advertisements.  I liked it much better before.,3
68744,Was never able to view the magazine as I kept getting message that I my password was wrong or my login was wrong.,1
3211,I have always loved Better Homes  and Gardens.  It has always been helpful and timely.  A complete asset to your reading material.,5
3215,"Loved this magazine in the beginning but then noticed some things can be a bit repetitive. Good for coffee tables, but for constant ideas, stick to the internet.",3
3216,Great value.  Magazine arrives promptly and is used in my office waiting room.  A great magazine for women of any age,4
68756,Not for me.  Fashion ads and not much else!  I like more to my magazines.  Better stories.  More links and ideas on what to buy and where!,1
68759,And there was no help available to get to access it! VERY disappointed! You REALLY need to work on this!!,1
68760,"This is my first magazine down load for my Kindle Fire HDX. It works great but I just prefer a magazine in paper form, which I am receiving as well!",3
3223,"I ordered 12/16/09, as if 02/12/10 (8 weeks) I haven't received the first issue.  It's taking too long.",1
3226,I'm a HD rider and this is really not defined to that manufactor.  I skim though it every month but I won't subscribe again.,2
68763,Loved reading it in the nail parlor but the ads have changed. Not enough good deals. Used to have fabulous little inserts. Where are they? Disappointing clothes.,1
68765,"Though it does not specifically say what devices will support it, I have not been able to get it to work on my Nook Simple Touch.",1
68766,"Not impressed with this magazine, it wants to be allure, but very thin and nothing to read about.  Boring, boring , and Boring!",1
3235,"Looks good on the covers, but projects are quite unrealistic and every issue is absolutely full of ads.",2
3242,"Years ago tis was a nice and good magazin. Today is not so.
I do not know why is this so.",2
68778,I've deleted and reloaded twice and still haven't finished the first issue  and I have to reload the magazine each time i reload the app,1
3252,We are fans of science! It doesn't have as many articles as it used to have 10 years back but we still enjoy it.,4
68790,"If I could give it zero stars I would. My ""All Access"" has disappeared and nobody from amazon to the publishers what to do anything about it.",1
3255,really neat magazine when the central article is something that interests me,4
3257,If you believe in global warming and other liberal views---this magazine is for you.,1
3259,My dad loves this magazine as he was an electrician and loves all things science!,5
3260,Husband loves it.,5
68797,"Great magazine. In magazines, print trumps digital",5
68812,Both my husband and I really enjoy this magazine and read it monthly. We ready it cover to cover each month.,5
3277,Please avoid Reason.  The good work they do is negated by their betrayals and attacks on others in the Liberty movement.  Reason needs to fire their senior editors.,1
68817,Wired magazine is one of the very few magazines that I actually read from cover to cover. Every month I find myself indulging in its contents. Highly recommended,5
68818,"Wired is the best magazine ever, it covers all sorts of topics and does so with some balance and fairness.",5
68822,There isn't much more to say. Wired has created a wonderful reading experience. I am sure they will find more ways to amaze. I would highly recommend this publication to anyone.,5
3295,"This is not the Better Homes my mom subscribes to.  Not by far. Fancy photos, good color suggestions, but all too  impractical.",3
68834,"As a tech geek I was looking forward to this magazine, but I was wrong, all This magazine is nothing but ads. I will not be renewing.",2
68847,"I bought two subscriptions, one for each of my Grand-sons. I just love this publication. The subscription prize was just right.",5
3312,Great magazine at an amazing price!,5
3316,"The perfect magazine for any science lover.
Every issue is great.",5
68853,"This magazine is a good read. Most of the, I find something interesting to read about. I recommend to certain tech nerds.",4
3318,"I love the magazine, but there are too many advertisements. I would rather pay more for the magazine to have more articles and less advertisements.",2
68854,"There was information on amazon's wevsite that the subscription could be used with Next Issue app but that is not true. Otherwise, it worked with nook.",3
68860,I do not have a pad and wanted to read my Wired on line via my Mac.  Can't do it.,1
68863,"Download is very, very slow compared to other e-subscriptions I have. The content is good, it just takes an hour to download.",2
3330,A great women's magazine.  So many interesting articles. Can't wait to receive it each month. I love the garden articles.,5
3336,Love this magazine!  Have subscribed to it for years!  Buying my subscription through Amazon gets me the beat price and best delivery!,5
3337,"so many mags are reduced in price, my mom likes this one and we got it for her for mother's day.  we hope she likes it, it is a good read.",4
3340,Mostly advertisements for rich people and the rest is liberal.,3
3346,Too many ads.  I feel like this is nothing but a magazine for marketing.  Seems like over half the pages were ads for realtors or doctors.  Rich wanting to be richer.  Nice!,2
68881,"I paid for a two year subscription, after two Issues they changed to a ""web only"" magazine and stopped sending me issues. So now i paid to subscribe to some blog, Worthless!",1
68885,"Great magazine.  Love the glossy copy in my mailbox and the digital, interactive one on my iPad.  Never disappoints me.",5
3351,"My husband loves, loves, loves this magazine. Actually, I find myself flipping through it as well.  If you are a "" do it yourselfer""  than this magazine is a must!",5
3352,disclaimer - I am not much of a handyman but I like this magazine.  Lots of nice tips and articles.,4
68891,"beautiful mag, great copy. everything I expect of vanity fair. I guess i get an online copy too, but for the price I was happy just to get a few physical magazines",4
68888,"Perhaps this magazine deserves more of a chance, but I had been hoping for more clever content and have not seen it so far.",3
3369,Not much to it anymore.  Not like I remember,2
3372,"This magazine has some interesting things in it, but each issue is very, very short/small... there isn't much to it.",2
68915,I was not allowed to download so i request to cancel the suscription and they didn't do it. I tried all the options they have to download but none of them worked.,1
68916,It encompasses everything I love from fashion to advice on love. I love it from page to page. Awesome read!,5
3379,Great magazine priced a lot lower than newstand,4
68919,I love the articles in this magazine.  They're very insightful and ahead of their time.  I've had a subscription now for years,5
3384,"good prodjects and advice, and good read. a little lite on good stuff and very very add heavy probley will NOT renew i do not like adds with stuff i pay for!!!",3
3386,"Good magazine, it gives you lots of tips and ideas.",4
3388,What can I say?  I love this magazine.  Full of lots of information for any handyman ... you do not have to be an expert.,5
68925,I have always loved vf's writing and whimsy. The online mag is well laid out and easy to navigate. Buy!,5
68928,"Good mix of fluff and some news.  Not exactly an academic experience, but relaxing.  What can you say about a fluff magazine?  Don't buy for educational reasons.",3
68931,I do not have the November or December issures. Still showing the October issue. What gives. Not the Vanity Fair I thought it would be.,1
68932,"NEVER ACKNOWLEDGED MY SUBSCRIPTION, TOOK THE MONEY FROM MY CC BUT NO MAGAZINE.
PLS. INVESTIGATE THIS.  WOULD YOU LOOK INTO THIS PROBLEM",1
3398,"The price was a good value, however, it takes forever for the first issue to come. So if you order for a gift be sure and let the recipient know about the wait.",4
68941,I was not able to open it up on my Kindle. The only articles that came through were the ad pages?,1
3411,"As a Texas expat living in NY, I look forward to the arrival every month!  I especially love the indepth articles written by Skip Hollingsworth.",5
3413,"They haven't found a conservative they like yet
But if you skip those articles not a bad read",3
68950,"Magazine arrived in a timely manner, however the e-version still has bugs.",4
3417,Great magazine but WAY too many ads.,3
68957,I can't access the digital version at all which sucks because I am going on a flight soon and would love to be able to access it,2
3420,I give this magazine to the woodworkers in our family and they love it.  It is well illustrated and has projects for the beginner as well as the advanced woodworker.,5
3423,My favorite self help magazine; and it was cheaper to order from Amazon.,5
68958,I prefer the magazine this way it is terrible! You cannot see the pages great and I do not like it!,1
3427,Love the subscription,5
68964,Not worth the money not enough things on it better to just get another magazine . It seems like a lot of material but really not,1
3431,"Great magazine for technology and science.  Has some silly stuff, but well worth $5. a year.",4
68968,getting this app installed is more trouble than it's worth.  I prefer to stick with the paper version of the magazine,1
68973,"I travel frequently (as do my devices) between US and UK a lot, but iPad appleid is uk based. Cant get the deal to work on my uk apple id (account not recognised)",1
3438,The print is to small for my poor eyes.,2
3441,"Magazine arrived on time, intact, and just in time. Thank-you.
She enjoys, BH&G, in the print form, as well as on her Kindle.",4
68979,Not really worth it. There are other magazines with more information. Didn't have enough information to bother reading.  I don't really care about what celebrities are wearing.,1
68982,This magazine lack on subjects to catch the avid reader is more just pictures and tag prices! Need more editorial improvement.,2
68986,"I've yet to receive my hard copy, and the digital All Access copy doesn't include iphones so I cannot access it.",1
68988,"This was a waste of money, I can not access my subscription!!!! Very Frustrating and no way to solve problem.",1
3453,"If you are a do-it-yourselfer YOU REALLY NEED THIS!!!

Great magazine...love the tips and tricks.",5
3454,too much advertisement..but they do put good information an tips,3
68993,Love the format and easy navigation.  Took a while to download on the ipad though.  Always a good read better on the ipad,4
3458,Dishonest!,1
68996,Excellent accessibility. Vanity Fair is a wonderfully written magazine. It is great to be able to take this with me.,5
69003,"Enjoyed the 6mo. promo digital run, but will cancel when done.",4
69010,"Just using the printed issues - the old fashioned way. Followed the intructions clearly and it would not work.  Also, Vogue is just not as good as it used to be 1980-2000.",2
3478,"I have been a subscriber for over 20 years and love, love, love this magazine.  Can't beat the value by ordering from here!",5
69017,I bought this item from you and I can't view it on my Galaxy Tab and I haven't received any issue in the mail either. It was a waste of money in my opinion.,1
69019,"When I tried to get service from Vogue it
took them two days to say: ""sorry we can help""
DON'T DO IT.  I WASTED 20.00...",1
69020,"I bought this believe in that I could view it on my android cell phone Samsung S4, but found out that it only worked on android tablets.",3
69022,I have not been able to use it. I have clicked on all the links to access it and my computer can't read it. Very frustrating.,1
3489,I love  this magazine!,5
69027,I like it better when I read a paper magazine. Last time I tried looking at the magazine from my ipad it just didn't work properly. I could not go past the index.,3
3492,Too many advertisements every month. Not enough reading stories,3
3493,"Enjoy getting the magazine, but rarely have time to read it!",4
3497,Love the wonderfully written articles and the fantastic focus on our wonderful state. We 'kids' renew it annually as a gift for Daddy!,5
3498,It's a nice resource to stay 'plugged in' to my surroundings. It's a bit heavy on the advertisements though.,4
69037,I was surprised to see that the subscription include magazines from 2 months ago. It was not such a good surprise...,3
3507,"As always, this magazine exceeds my exectations.  I learn valuable new tips with every issue.
Sharon Weeks",5
69044,"Couldn't read it on my MacBook Air...how is it really ""all access""? Other than that, great magazine as always, but very limiting.",3
69054,Basically no recipes...,1
69055,I'm Paleo and I love this magazine because it consistently gives me delicious recipes and fitness info. It's just a really all around great and beautiful magazine!,5
69059,"Love this magazine - the best GF magazine I have seen by far. Informative articles and product info, super recipes, beautiful photos, and easy to read layout.",1
3530,"Handy household tips, always interesting to read.",4
3531,Love this mag and so do the people that come into my work. I see it is often one of the most picked to read.,5
69080,"I love twist magazine 'cause it has all the latest info on celebs, tv, fashion, and so much more.

P.S.did i mention thatI LOVE it??!oh yeah i did mention it!! LOL!!!!!",1
3550,I have never gotten this product so it's hard to know how to rate it.  Wish amazon would send me things in a timely manner.,1
3562,"Love it.  Great magazine, great articles, great price.  I wish Amazon was adding more 1 year auto renewal magazines (instead of removing them)",5
69111,Love it!! Can't wait for the next issue!!,5
69113,There seem to be too many adds but the articles are fantastic.,4
3578,"Wow, Ordered about two months ago, and still no magazine.
If you want a subscription to start at a reasonable time after ordering, go through the publisher!",1
3581,I ordered this on 12/23/08 as a gift and the person still has not received their first issue as of 2/3/09.  Very disappointed.,1
3583,"Seriously Popular Science, I am done subscribing, I have been a subscriber for YEARS and it's like 99% ad's these days. Forget it, I am done",1
3588,perhaps my expectations were too high.  Disappointed.,1
69134,"This magazine has wonderful, informative articles. I read it from cover to cover and can't wait for it to arrive.",5
3602,"they automatically renew even after you cancel it and repeatedly bill you , they have done it to so many people do your research before buying",1
3603,"This magazine put me off on the first issue because it is at least 50% ads, but I do enjoy the recipes. But for $5 it's descents at best.",3
69139,"Needs to be digital!
Amazing magazine, the only setback is that I cant read it on my kindle fire. There isn't even an option to request it for kindle.",3
3604,What I hate is that I NEVER GOT IT!  I am sure I would be satisfied if/when it shows up!,1
69146,Favorite pet magazine that I get.  originally sread it at the dentist office and ordered it ever year since.  Fun and informative.,5
69154,I have orderd this but have not received any issues yet - how do you rate something they have not sent you?  It must be 6+ weeks since ordered,1
3623,"How may I give a less than 1 star review? Their Partisan anti-Trump articles ridiculous, they are on the wrong side of truth and the wrong side of history.",1
69162,IF YOU HAVE MEGA BUCKS AND A DOG(S)? BUY THIS MAGAZINE.....IF YOU ARE MIDDLE CLASS AND LOVE YOUR PETS AS MUCH AS  YOU CAN THEN PASS ON THIS ONE.,2
3627,Predictable hacks.,1
3640,"best magazine in Texas ,or anywhere for that matter.",5
3641,"Given as a gift. We have heard no feedback.
Must have not impressed the recipient.",3
3645,I have not received 1 copy yet.  How can I give it anything else?  I will probably enjoy it once that happens.,1
69182,This magazine is definitely not intended for working class folks. The designs and materials are quite extravagant. Makes me wonder who lives in these places.,3
3647,"I have not received this magazine, so I can not write a review>
Please let me know when I will receive the magazine.
Tnank you.

Carol",1
69184,this has to be the worst magazine ever... total waste. full of ads. nothing else.,1
3648,Haven't received my subscription yet! I going to give this product more time  to arrive to my home before  I contact who is responsible.,1
69186,Not exactly what I was thinking.  Ok for what it is.,3
69198,cant really score this  went to my daughter  she kept it so must be good,3
69200,"Too any advertisements, not enough recipies.",2
69202,"this is a front for advertizers selling pharmaceuticals.  Wow!!  Not a decent recipe, just ads for pills.",1
69204,When I pay for an HBO subscription I don't get tons of pointless ads so when I pay for a magazine subscription I expect the same.,1
69207,I prefer Taste of Home Magazine.,3
69209,There are a lot of advertisements. Almost every other page was filled with a full page ad or just a product placement.,2
3678,I love this magazine! I think it's my favorite one! I like the price and I also enjoy the auto renewal. They continue to treat me well and the price has stayed consistent.,5
69217,There is nothing you can get in these magazines that you can't get for free on Allrecipes.com,3
3682,Just tells stats,3
3698,"It's still one my top 5 magazines but has gone downhill in the last few years.  Can't compare to Scientific American.  But, neither is it as pricey.",3
3699,Enjoyed the subscription.,4
3701,My son looks forward to this every month!,5
69241,If you like a magazine of almost all advertisements then youll love it. Just use their app instead,1
3706,A GREAT MAGAZINE AND A GOOD PRICE AT AMAZON.  I HAVE BEEN A SUBSCRIBER FOR AT LEAST 4O0 YEARS!,5
69243,"Love this magazine, lots of great recipes, tips on all household items, loved it so  much gave as gift to several of my nieces...and they loved it...",5
69248,One of my favorite cooking magazines.,5
69252,Took too long to arrive...full of ads,1
3720,"Love this magazine, love my state so much",5
3721,Nice magazine to keep up with what is going on in Texas. Nice travel guide around Texas also.,4
3723,love this magazine!,5
69266,Way too many ads,2
3734,Their magazine is more like a virus than a magazine. I have been trying for months to stop their spam emails.,1
3735,"Way too many, mostly non-relevant ads. Not much substance to the articles.",2
3739,"Interesting but many many ads to flip past, not enough content.",3
3740,I was disappointed with the content of the magazine. I guess it was a little to high brow for me.,1
3756,"I think it is a very good magazine but the font was too small for me. It expands only to double the size on my 10"" tablet.",4
69295,Love this magazine.  So colorful and full of recipes.,5
69296,This magazine is too crazy inside.  It's like a BIG GIANT COMMERCIAL.  I will stick with Taste of Home.,1
3762,enjoyable informative,4
3765,"Having been a subscriber for about a year, I find there are far too many pages of ads and not enough interesting articles to justify renewing.",2
69303,"nice magazine, like the recipes",4
3769,"way too many ads, and not enough articles.",1
3770,Love it! The whole state covered a to z,5
69307,"Not very impressed, at least with my first issue. Too many ads, not enough recipes. Will post an update when the next one arrives.",2
69311,On my Kindle can't read the recipes or pages,1
3776,The Best out there today....by any standard,5
69314,Ok some good recipes,3
69315,Fantastic cooking magazine!  Great recipes and always full of recipes you can actually use!!!  Love it!,5
69325,I like reading all recipes from the website but the print in this online magazine is just too small to be useful. I cancelled my subscription only hours after starting it.,2
69326,This was not for me.,2
69331,SAME AMOUNT OF JUNK ADS AS MOST OTHERS IN FIELD.,1
69347,Nothing good to say,1
69354,"Love it, and you cannot beat the price.",5
3821,A student pilot must-have.,5
3822,"Good practical content for private pilots that covers real world issues, not just areas out of reach of most private pilots such as reviews of Gulfstream G650, etc.",4
3823,A great publication for pilots.,5
69360,inexpensive ideas with lots of good ideas and recipes,4
3832,"Ok magazine, other home magazines I like better. Good price thru Amazon.",3
3833,"I thought it was pretty good, enjoyed reading it.",4
3835,Lots of advertising.  Light on content.,3
3838,Not as much information as others I have purchased in store,3
3839,I personally did not like the style this magazine portrayed.,1
3840,Too expensive for my taste!,2
69375,I like the variety of recipes offered in this magazine.  I've found keeper recipes in every issue so far.,4
3849,Fabulous recipes and ideas are featured in this magazine at a very affordable price; way less than the supermarkets check-out lanes.,4
69387,I've always liked this magazine,1
